ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก (4 ล้อ),รถบรรทุกขนาด 2 เพลา (6ล้อ),รถบรรทุกขนาด 3 เพลา (10ล้อ),รถบรรทุกพ่วง (มากกว่า 3 เพลา),รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,% ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
7,105,หนองข้างคอก - ตะเคียนเตี้ย,79+258,24090,15897,25,18,362,14486,9426,8075,9683,23,82085,33.607,0,0,พิเศษระหว่างเมือง,ชลบุรี
7,108,ทางต่างระดับคีรี - ทางต่างระดับหนองข้างคอก,2+000,18930,17182,13,9,147,17153,7807,6612,9206,23,77083,30.882,0,0,พิเศษระหว่างเมือง,ชลบุรี
7,109,ทางต่างระดับหนองขาม - ท่าเรือแหลมฉบัง,4+000,12513,11999,11,5,40,12635,8405,6694,9813,16,62130,40.193,0,0,พิเศษระหว่างเมือง,ชลบุรี
7,106,ตะเคียนเตี้ย - พลา,123+000,11898,4635,63,57,186,1562,272,114,131,75,18994,4.401,0,0,พิเศษระหว่างเมือง,ชลบุรี
7,107,ทางต่างระดับบางควาย - ทางต่างระดับบางวัว,2+300,7557,3742,1075,43,51,7683,3391,644,570,2056,26812,25.196,0,0,พิเศษระหว่างเมือง,ฉะเชิงเทรา
9,201,คลองมหาสวัสดิ์ - คลองบางไผ่,36+594,121910,22277,0,0,6252,24685,4752,10772,8847,1562,201058,16.008,0,0,นนทบุรี,นนทบุรี
9,201,คลองมหาสวัสดิ์ - คลองบางไผ่,40+800,106769,18873,0,0,6254,30491,5507,5595,5344,3142,181975,14.201,0,0,นนทบุรี,นนทบุรี
9,202,คลองบางไผ่ - คลองบางหลวง,47+744,82529,32509,0,0,9901,13001,9224,6030,5021,4807,163021,21.459,0,0,นนทบุรี,นนทบุรี
9,402,แขวงรามอินทรา - บางพลี,59+500,79301,15659,0,0,447,16815,4372,4723,674,4686,126676,11.763,0,0,พิเศษระหว่างเมือง,กรุงเทพมหานคร
9,102,บางแค - คลองมหาสวัสดิ์,20+430,57014,56208,278,283,332,50662,6646,5628,2973,4519,184544,11.044,0,0,ธนบุรี,กรุงเทพมหานคร
9,401,บางปะอิน - แขวงรามอินทรา,1+500,51010,24031,477,416,476,62520,10587,4676,7295,6253,167740,17.707,0,0,พิเศษระหว่างเมือง,พระนครศรีอยุธยา
9,401,บางปะอิน - แขวงรามอินทรา,20+500,49454,29794,448,440,421,56598,8062,6327,4935,3433,159912,14.77,0,0,พิเศษระหว่างเมือง,ปทุมธานี
9,301,คลองบางหลวง - ต่างระดับเชียงรากน้อย,78+099,15734,4385,3759,4078,4054,7440,10648,9672,9797,9350,78917,60.317,682,3083,ปทุมธานี,ปทุมธานี
9,301,คลองบางหลวง - ต่างระดับเชียงรากน้อย,64+069,15553,4919,3779,4038,5247,7793,10158,10727,10915,10994,84123,61.908,681,2895,ปทุมธานี,ปทุมธานี
11,900,อุโมงค์ - รินคำ,543+850,33851,13572,3648,3301,3170,8330,4556,4065,2228,3213,79933,25.687,718,6099,เชียงใหม่ที่ 2,เชียงใหม่
11,900,อุโมงค์ - รินคำ,551+500,24890,15512,3389,3305,3399,11537,4783,4168,2965,3462,77409,28.525,908,7603,เชียงใหม่ที่ 2,เชียงใหม่
11,800,ขุนตาน - อุโมงค์,532+949,12905,6687,528,242,725,6318,2747,2164,1552,1118,34986,24.434,0,4815,ลำพูน,ลำพูน
11,800,ขุนตาน - อุโมงค์,526+949,10867,4265,473,271,545,6487,1873,1217,910,629,27537,19.775,0,5340,ลำพูน,ลำพูน
11,502,ชัยมงคล - บึงหลัก,316+698,9643,1954,121,38,87,2538,817,431,386,509,16523,13.721,29,1552,อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,701,ปางมะโอ - ป่าขาม,453+219,8874,545,69,49,64,10168,757,271,471,565,21832,9.971,13,2622,ลำปางที่ 1,ลำปาง
11,702,แยกภาคเหนือ - ขุนตาน,469+099,7867,910,101,30,138,5724,1489,1204,1432,877,19772,26.149,2,2191,ลำปางที่ 1,ลำปาง
11,403,บ้านป่า - นาอิน,236+235,5390,3640,37,39,529,7367,970,865,786,527,20147,18.435,10,1296,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
11,503,บึงหลัก - หนองน้ำเขียว,328+826,4672,1476,1,5,56,7859,644,299,361,428,15801,11.348,3,1098,อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,501,นาอิน - ชัยมงคล,276+099,4615,4439,62,55,121,2063,1498,1422,1434,1461,17170,34.894,52,500,อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,401,สากเหล็ก - กกไม้แดง,186+983,3643,457,29,5,29,3826,338,214,354,190,9083,12.423,26,1947,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
11,402,กกไม้แดง - บ้านป่า,210+841,3465,3241,81,0,234,6433,554,994,750,216,15969,17.208,29,2163,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
11,701,ปางมะโอ - ป่าขาม,425+509,3386,307,24,67,65,4343,364,234,292,344,9428,14.5,1,188,ลำปางที่ 1,ลำปาง
11,601,หนองน้ำเขียว - ปางเคาะ,369+006,2973,1759,57,40,85,6959,573,427,362,298,13533,13.191,0,2189,แพร่,แพร่
11,601,หนองน้ำเขียว - ปางเคาะ,374+406,2950,783,62,64,88,681,439,568,404,184,6222,28.065,22,739,แพร่,แพร่
11,503,บึงหลัก - หนองน้ำเขียว,351+340,2730,730,282,6,69,4839,465,353,313,547,10333,16.956,0,206,อุตรดิตถ์ที่ 1,อุตรดิตถ์
11,302,เขาทราย - สากเหล็ก,143+294,2443,712,16,10,27,2570,279,224,286,316,6882,16.595,6,1120,พิจิตร,พิจิตร
11,201,ช่องแค - ตากฟ้า,16+800,1726,437,50,18,10,3119,194,473,445,429,6903,22.75,9,405,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,201,ช่องแค - ตากฟ้า,38+850,1656,820,11,10,13,2678,155,156,529,378,6407,19.376,5,650,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,301,หนองกลับ - เขาทราย,122+100,1522,1307,2,6,24,1212,331,179,166,96,4845,16.549,15,651,พิจิตร,พิจิตร
11,204,น้ำสาดเหนือ - หนองกลับ,99+500,1495,1316,17,22,31,1693,305,413,1095,509,6896,34.448,12,772,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,602,ปางเคาะ - ปางมะโอ,412+009,1468,720,81,51,59,2967,324,139,95,108,6013,12.934,15,524,แพร่,แพร่
11,202,ตากฟ้า - ไดตาล,71+000,1280,461,14,0,16,2377,194,150,1456,529,6477,36.202,3,291,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
11,204,น้ำสาดเหนือ - หนองกลับ,111+650,796,866,0,0,0,2615,234,377,467,370,5725,25.294,1,392,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
12,402,พิษณุโลก - ร้องโพธิ์,232+609,41764,34768,365,163,192,19140,886,102,34,11,97427,1.425,57,21606,พิษณุโลกที่ 1,พิษณุโลก
12,801,บ้านฝาง - ขอนแก่น,545+249,26919,13546,725,600,425,649,953,785,641,564,45806,8.659,160,5927,ขอนแก่นที่ 1,ขอนแก่น
12,703,หนองแก - บ้านฝาง,532+149,10344,1343,187,110,73,10642,557,355,563,365,24540,8.247,19,2854,ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
12,803,พรหมนิมิตร - ห้วยสีดา,584+354,8979,2827,55,43,47,9958,274,259,242,214,22898,4.713,54,6391,ขอนแก่นที่ 1,มหาสารคาม
12,302,เมืองเก่า - สุโขทัย,168+980,8964,2224,129,154,152,216,270,565,131,145,12950,10.945,213,6629,สุโขทัย,สุโขทัย
12,702,ร่องแซง - หนองแก,469+996,7619,5703,389,442,490,17623,1536,1557,1663,1544,38565,18.752,74,6525,ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
12,401,บ้านกร่าง - พิษณุโลก,218+546,7380,8104,325,242,294,3517,927,585,484,458,22317,13.398,331,4008,พิษณุโลกที่ 1,พิษณุโลก
12,802,ขอนแก่น - พรหมนิมิตร,562+054,7014,5739,263,118,584,13192,457,395,319,292,28372,7.628,4,6693,ขอนแก่นที่ 1,ขอนแก่น
12,703,หนองแก - บ้านฝาง,508+049,6853,1842,131,86,113,15441,625,587,648,432,26757,9.305,81,2398,ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
12,1100,ขุมขี้ยาง - มุกดาหาร,770+353,6728,3962,302,30,256,7336,47,35,14,7,18716,2.075,30,5052,มุกดาหาร,มุกดาหาร
12,702,ร่องแซง - หนองแก,472+549,6677,4223,239,234,219,28089,1477,1521,1535,1219,45433,13.658,68,6301,ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
12,501,ร้องโพธิ์ - วังทอง,247+513,6594,6188,106,14,357,13652,863,1078,753,160,29765,10.836,37,2926,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
12,901,ห้วยสีดา - ลำน้ำพาน,620+666,6325,11339,225,50,48,2843,1360,421,278,206,23094,10.232,37,2076,กาฬสินธุ์,กาฬสินธุ์
12,901,ห้วยสีดา - ลำน้ำพาน,599+554,5110,5529,48,45,41,7177,3362,1942,1111,80,24444,26.921,36,3099,กาฬสินธุ์,กาฬสินธุ์
12,1100,ขุมขี้ยาง - มุกดาหาร,733+000,4847,3642,115,11,75,5856,128,128,172,169,15144,4.517,74,3584,มุกดาหาร,มุกดาหาร
12,100,กลางสะพานมิตรภาพที่แม่สอด(เขตแดนไทย/พม่า) - แม่ละเมา,10+015,4483,1037,298,209,37,4060,721,368,433,500,12145,18.667,148,2614,ตากที่ 2 (แม่สอด),ตาก
12,303,สุโขทัย - บ้านกร่าง,184+769,3571,3719,264,105,105,392,428,156,167,160,9067,12.369,133,1838,สุโขทัย,สุโขทัย
12,401,บ้านกร่าง - พิษณุโลก,198+000,3536,3702,1593,1608,630,2376,847,807,807,677,16584,32.429,485,1770,พิษณุโลกที่ 1,สุโขทัย
12,502,วังทอง - เข็กน้อย,297+859,3262,3448,11,18,64,802,174,78,43,33,7933,5.168,1,396,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
12,601,เข็กน้อย - แยกอาเซียน,343+373,3214,925,45,10,22,2582,243,105,55,22,7223,6.325,7,770,เพชรบูรณ์ที่ 1,เพชรบูรณ์
12,602,แยกอาเซียน - น้ำดุก,357+943,3193,1672,24,22,8,7470,672,183,85,67,13396,7.733,18,2646,เพชรบูรณ์ที่ 1,เพชรบูรณ์
12,203,หนองเสือ - วังวน,151+480,3102,4522,796,692,854,2465,1106,682,608,483,15309,28.902,217,1705,ตากที่ 1,สุโขทัย
12,601,เข็กน้อย - แยกอาเซียน,325+373,2742,1098,43,13,22,3493,279,82,50,18,7839,5.915,14,1269,เพชรบูรณ์ที่ 1,เพชรบูรณ์
12,903,บ้านหลุบ - นาไคร้,647+300,2491,1896,0,0,25,400,409,274,168,121,5784,17.239,21,819,กาฬสินธุ์,กาฬสินธุ์
12,1000,นาไคร้ - ขุมขี้ยาง,707+000,1948,246,26,7,9,2620,143,137,262,151,5548,12.762,20,439,สกลนครที่ 1,กาฬสินธุ์
12,202,ตาก - หนองเสือ,114+630,1924,1184,18,10,9,2080,110,123,131,168,5758,9.58,8,1164,ตากที่ 1,ตาก
12,603,น้ำดุก - ห้วยซำมะคาว,409+043,1391,376,0,0,0,1565,199,18,7,47,3602,7.514,0,359,เพชรบูรณ์ที่ 1,เพชรบูรณ์
12,603,น้ำดุก - ห้วยซำมะคาว,383+989,1284,408,0,0,0,1372,184,18,8,47,3320,7.74,0,257,เพชรบูรณ์ที่ 1,เพชรบูรณ์
12,201,แม่ละเมา - ตาก,56+405,1213,2345,13,19,15,1960,394,202,295,694,7150,22.652,3,282,ตากที่ 1,ตาก
12,701,ห้วยซำมะคาว - ร่องแซง,436+385,1092,790,3,7,9,2805,243,90,436,262,5738,18.252,6,636,ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
12,902,ลำน้ำพาน - บ้านหลุบ,630+016,748,869,77,75,101,545,151,105,107,102,2879,22.253,112,699,กาฬสินธุ์,กาฬสินธุ์
21,302,ม่วงค่อม - คลองกระจัง,72+000,11281,4862,978,1086,1026,4398,3258,2477,2141,1906,33413,35.6,2,3867,ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
21,501,วังชมภู - บ้านโตก,204+000,8799,4292,120,18,377,2350,754,331,219,219,17480,10.977,154,4165,เพชรบูรณ์ที่ 1,เพชรบูรณ์
