ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก (4 ล้อ),รถบรรทุกขนาด 2 เพลา (6ล้อ),รถบรรทุกขนาด 3 เพลา (10ล้อ),รถบรรทุกพ่วง (มากกว่า 3 เพลา),รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,% ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
3304,100,บ้านโพธิ์ - แปลงยาว,3+475,2743,1281,41,45,42,3092,1914,2185,2651,1248,15242,53.042,31,1066,ฉะเชิงเทรา,ฉะเชิงเทรา
3304,100,บ้านโพธิ์ - แปลงยาว,15+613,2587,1374,34,41,42,2734,1856,2073,1968,1070,13779,51.165,20,1159,ฉะเชิงเทรา,ฉะเชิงเทรา
3305,100,ท่าน้ำตื้น - บ้านเก่า,11+847,1773,1262,2,0,14,1920,62,21,10,0,5063,2.098,0,2040,กาญจนบุรี,กาญจนบุรี
3305,100,ท่าน้ำตื้น - บ้านเก่า,0+095,1750,601,23,0,6,2053,124,91,58,47,4753,6.872,5,1919,กาญจนบุรี,กาญจนบุรี
3305,100,ท่าน้ำตื้น - บ้านเก่า,27+637,1439,467,5,0,1,546,47,23,27,1,2556,3.887,2,1237,กาญจนบุรี,กาญจนบุรี
3306,100,หนองปรือ - สระกระโจม,0+100,331,176,9,16,1,1586,106,57,25,8,2316,9.221,0,693,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3306,100,หนองปรือ - สระกระโจม,42+600,266,95,13,5,0,1199,83,87,33,10,1791,12.181,2,734,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3308,100,โคกเพร็ก - แสง์,3+000,811,579,313,226,0,1267,393,360,241,202,4391,32.38,170,1013,สระแก้ว (วัฒนานคร),สระแก้ว
3309,201,บางกระสั้น - ศูนย์ศิลปาชีพบางไทร,15+000,8284,8607,7949,7304,7882,8137,7863,8024,7699,7906,79655,58.6,801,4303,ปทุมธานี,พระนครศรีอยุธยา
3309,202,ศูนย์ศิลปาชีพบางไทร - บางพูน,38+500,7352,7399,4898,3889,2236,5024,4612,3938,3128,1848,44324,44.335,0,4942,ปทุมธานี,ปทุมธานี
3309,100,บางปะอิน - บางกระสั้น,3+000,4172,1496,1245,1119,576,4781,1442,1215,892,713,17651,33.75,173,3591,อยุธยา,พระนครศรีอยุธยา
3310,100,กระทุ่มล้ม - พุทธมณฑล,2+500,31796,12272,665,99,433,30845,1406,1172,752,351,79789,5.279,86,11446,สมุทรสาคร,นครปฐม
3312,200,ลำลูกกา - คลอง16,14+300,30897,5377,295,463,488,18646,1777,1208,500,489,60140,8.189,213,9017,นครนายก,ปทุมธานี
3312,100,สนามกีฬาธูปเตมีย์ - ลำลูกกา,2+061,20937,5554,89,307,379,13424,1910,970,676,499,44745,10.595,18,8942,กรุงเทพ,ปทุมธานี
3313,100,เขาอ่างแก้ว - วังกุ่ม,0+892,750,329,0,0,0,794,393,204,0,0,2470,24.179,65,685,เพชรบุรี,เพชรบุรี
3314,101,ท่าช้าง - ป๊อกแป๊ก,2+700,2404,1420,363,175,151,3036,1032,1721,2035,769,13106,44.889,105,2562,สระบุรี,สระบุรี
3316,100,ไร่ขิง - ทรงคนอง,2+500,12336,12134,3190,3268,2691,2299,1472,1012,341,244,38987,23.157,647,7528,สมุทรสาคร,นครปฐม
3318,100,สุพรรณบุรี - มะขามล้ม,5+000,5781,402,38,82,14,299,135,56,47,7,6861,4.961,25,2541,สุพรรณบุรีที่ 1,สุพรรณบุรี
3318,100,สุพรรณบุรี - มะขามล้ม,15+000,3731,3833,0,2,0,1356,677,328,50,0,9977,10.6,0,2224,สุพรรณบุรีที่ 1,สุพรรณบุรี
3318,200,มะขามล้ม - ดอนแจง,29+000,498,194,0,0,0,1407,136,80,69,30,2413,13.015,3,1062,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3319,102,เนินกว้าว - บันไดสามขั้น,7+000,3490,1993,58,0,67,731,371,227,128,119,7185,12.701,25,2432,นครสวรรค์ที่ 1,นครสวรรค์
3319,200,บันไดสามขั้น - ทัพทัน,19+567,890,472,1,6,23,1203,121,111,94,80,2999,14.471,8,603,อุทัยธานี,อุทัยธานี
3322,100,เนินสูง - ห้วยสะท้อน,0+500,1723,572,7,0,5,3880,447,101,53,40,6826,9.436,4,1406,จันทบุรี,จันทบุรี
3322,100,เนินสูง - ห้วยสะท้อน,29+000,1517,392,9,0,9,4128,275,30,17,11,6388,5.364,8,1585,จันทบุรี,จันทบุรี
3326,102,สระโบสถ์ - ยางโทน,30+000,3515,1540,138,77,67,729,658,447,424,172,7766,23.75,163,1979,ลพบุรีที่ 1,ลพบุรี
3326,101,วังเพลิง - สระโบสถ์,7+700,2856,2641,43,41,23,1736,730,305,122,82,8579,15.189,4,2309,ลพบุรีที่ 1,ลพบุรี
3327,100,เนินมะกอก - นิคมเขาบ่อแก้ว,6+000,1371,1365,0,0,0,2364,169,169,353,155,5946,14.234,0,1852,นครสวรรค์ที่ 1,นครสวรรค์
3327,200,นิคมเขาบ่อแก้ว - โค้งวิจารณ์,16+000,453,244,0,0,0,661,135,318,361,107,2280,40.381,10,513,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3329,100,ตาคลี - หนองหลวง,1+000,660,190,0,0,0,1661,112,81,23,16,2742,8.455,7,1080,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3329,100,ตาคลี - หนองหลวง,23+500,216,31,7,0,0,754,35,30,25,14,1111,9.353,14,553,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3330,100,สุขสำราญ - สำโรงชัย,8+450,306,31,24,0,0,1232,56,70,29,2,1750,8.943,5,545,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3331,100,หนองพิกุล - ใหม่สามัคคี,13+000,442,95,0,0,0,890,80,75,35,5,1622,12.042,9,549,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3331,100,หนองพิกุล - ใหม่สามัคคี,3+000,351,89,0,0,0,725,29,27,35,6,1262,7.692,21,452,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3333,101,โคกตูม - แยกมะนาวหวาน,2+000,4654,2180,280,119,102,1036,1285,828,472,338,11293,27.832,25,2120,ลพบุรีที่ 1,ลพบุรี
3334,100,ธารเกษม - สถานีรถไฟเขาสูง,13+000,4787,2474,31,34,22,1975,851,740,493,485,11892,22.08,15,2183,ลพบุรีที่ 1,ลพบุรี
3335,100,บ้านสิงห์ - บ้านแพ้ว,21+703,4154,1060,511,493,22,6340,2400,2023,2294,884,20180,40.217,254,3471,สมุทรสงคราม,ราชบุรี
3335,100,บ้านสิงห์ - บ้านแพ้ว,9+453,3038,1170,822,566,0,4476,1111,916,905,830,13834,31.289,233,3455,สมุทรสงคราม,ราชบุรี
3335,100,บ้านสิงห์ - บ้านแพ้ว,4+000,2987,2338,1135,1167,1067,1496,2160,2280,1187,417,16233,50.989,302,3919,สมุทรสงคราม,ราชบุรี
3336,100,โคกวัด - บ้านไร่,0+500,4349,1015,472,222,17,4078,979,894,674,18,12718,22.046,257,3642,สมุทรสงคราม,ราชบุรี
3337,100,ห้วยชินสีห์ - หินสี,0+900,4034,443,33,57,33,4809,669,729,773,218,11799,21.014,60,4133,สมุทรสงคราม,ราชบุรี
3337,100,ห้วยชินสีห์ - หินสี,11+500,1207,238,37,38,31,1991,222,252,198,62,4274,18.76,49,1532,สมุทรสงคราม,ราชบุรี
3339,100,ห้วยชินสีห์ - ราชบุรี,10+695,4699,3041,39,32,24,4148,267,118,71,21,12459,4.272,53,4210,สมุทรสงคราม,ราชบุรี
3339,100,ห้วยชินสีห์ - ราชบุรี,1+100,991,1770,73,33,0,4475,228,88,33,18,7710,5.199,38,4863,สมุทรสงคราม,ราชบุรี
3340,100,หนองเสม็ด - บ่อทอง,2+000,2216,2598,29,31,38,1575,1412,1209,400,175,9682,33.715,26,1405,ชลบุรีที่ 1,ชลบุรี
3342,100,วังขอน - บ่อพลอย,20+500,690,304,0,5,2,2373,112,153,231,115,3985,15.506,2,391,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3343,100,แยกวังโพธิ์ - โรงพยาบาลไทรโยค,2+359,1222,814,65,63,23,710,45,19,3,0,2965,5.162,22,1005,กาญจนบุรี,กาญจนบุรี
3344,100,อุดมสุข - สมุทรปราการ,13+078,25883,15762,1117,683,799,19950,1783,1229,1353,787,69347,9.567,0,14141,สมุทรปราการ,สมุทรปราการ
3348,100,หนองขอน - จันทนิมิต,10+900,11630,3571,204,51,33,14041,153,121,26,21,29852,1.358,30,9939,จันทบุรี,จันทบุรี
3349,100,หนองควง - หนองหญ้าปล้อง,0+500,1843,581,74,38,35,771,337,102,35,31,3848,15.019,68,1518,เพชรบุรี,เพชรบุรี
3350,100,ท่าช้าง - สระบัวก่ำ,3+000,1396,804,24,8,3,2290,176,121,215,85,5121,11.864,2,1649,สุพรรณบุรีที่ 1,สุพรรณบุรี
3351,200,บางแม่หม้าย - บางน้อยใน,32+750,2658,94,21,7,1,1032,158,174,87,30,4260,10.697,7,1358,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3351,300,บางน้อยใน - บางหลวง,38+196,1990,2140,654,748,568,2678,2112,2131,1801,1418,16241,54.051,173,1711,นครปฐม,นครปฐม
3351,100,เก้าห้อง - บางแม่หม้าย,1+000,1673,145,41,43,27,2581,199,114,121,22,4967,10.6,26,3302,สุพรรณบุรีที่ 1,สุพรรณบุรี
3353,100,วงษ์สว่าง - ป่ารัง,0+570,1544,851,9,14,14,522,370,279,127,53,3781,22.622,8,1271,ลพบุรีที่ 1,ลพบุรี
3354,100,หนองกระเบียน - ชอนม่วง,0+500,322,233,8,2,14,762,30,332,58,6,1767,25.016,26,596,ลพบุรีที่ 1,ลพบุรี
3356,100,ทุ่งคอก - พระแท่นดงรัง,17+800,989,433,2,0,0,2882,198,288,325,160,5277,18.398,11,2127,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3358,100,ทุ่งคอก - เบญพาด,17+695,528,160,1,0,0,1492,61,93,91,72,2497,12.672,2,603,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3363,100,ดอนแสลบ - ช่องด่าน,0+500,519,178,0,0,0,961,164,86,30,37,1974,16.03,22,650,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3365,100,สามชุก - หนองอีพัง,1+800,3359,1503,104,63,55,3706,174,163,216,151,9493,8.65,14,3054,สุพรรณบุรีที่ 1,สุพรรณบุรี
3366,100,ท่าข้าม - โนนสาวเอ้,8+762,1621,555,42,31,26,2316,698,624,247,200,6359,28.7,314,1911,สระแก้ว (วัฒนานคร),สระแก้ว
3366,100,ท่าข้าม - โนนสาวเอ้,2+000,1272,481,75,54,43,1761,660,624,298,185,5454,34.178,215,1514,สระแก้ว (วัฒนานคร),สระแก้ว
3366,100,ท่าข้าม - โนนสาวเอ้,15+680,1212,156,30,24,22,2033,461,448,217,143,4745,27.702,8,2036,สระแก้ว (วัฒนานคร),สระแก้ว
3369,100,วัดอำภาศิริวงศ์ - คลอง16,1+000,1484,1344,21,18,7,1943,319,295,27,17,5474,12.477,92,906,นครนายก,นครนายก
3372,102,สามโก้ - สีบัวทอง,27+000,868,190,71,54,62,1352,91,72,65,56,2880,13.878,39,1195,อ่างทอง,อ่างทอง
3372,101,นาคู - สามโก้,12+000,226,153,0,0,1,480,186,101,42,22,1211,29.057,6,429,อ่างทอง,อ่างทอง
3373,100,สามโก้ - คลองลี่,2+200,1664,937,80,82,79,5656,841,720,576,500,11133,25.123,40,2667,อ่างทอง,อ่างทอง
3374,100,บางสะพาน - หนองหัดไท,2+300,4898,934,39,29,6,1686,156,75,30,46,7899,4.323,50,3747,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
3374,200,หนองหัดไท - ดอนยาง,29+862,330,43,1,1,5,1184,42,24,26,3,1661,6.121,15,730,ชุมพร,ชุมพร
3376,100,บ้านฉาง - ถนนซอย13ของนิคมสร้างตนเองจังหวัดระยอง,2+000,6138,3181,61,54,25,9314,267,256,34,30,19359,3.44,27,7983,ระยอง,ระยอง
3378,100,บางคล้า - พนมสารคาม,3+900,1584,1204,167,0,152,1472,833,263,202,243,6119,27.66,22,1324,ฉะเชิงเทรา,ฉะเชิงเทรา
3384,100,โนนสาวเอ้ - ไทรเดี่ยว,14+000,1037,862,45,49,16,621,443,419,327,182,4001,35.884,49,823,สระแก้ว (วัฒนานคร),สระแก้ว
3385,100,หน้าพระลาน - หนองจาน,2+000,3770,3294,476,507,528,3603,2437,3433,3035,3076,24159,53.874,154,3192,สระบุรี,สระบุรี
3387,100,หนองวัลย์เปรียง - ทับกระดาน,5+550,633,238,6,0,0,1510,81,171,185,91,2915,18.143,5,593,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3388,100,บ้านโป่ง - บ่อไร่,14+500,611,295,0,0,0,1119,35,25,24,6,2115,4.266,0,744,ตราด,ตราด
3390,100,หนองรี - บ่อยาง,0+500,260,96,1,1,0,1463,93,45,63,27,2049,11.148,29,833,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3394,200,หนองตะเลา - รางพิกุล,8+200,2755,2511,1430,1303,1406,2346,2523,2425,2337,2141,21177,57.302,196,2300,นครปฐม,ราชบุรี
3394,100,ลูกแก - หนองตะเลา,0+500,1754,161,0,0,9,2635,77,91,87,72,4886,6.872,10,2895,กาญจนบุรี,กาญจนบุรี
3395,202,วัฒนานคร - โคคลาน,62+070,2884,2389,472,480,369,4792,1787,1663,1633,1501,17970,41.363,75,3938,สระแก้ว (วัฒนานคร),สระแก้ว
3395,201,ทับทิมสยาม05 - วัฒนานคร,17+360,2236,2124,0,0,0,1252,1689,1667,1520,1265,11754,52.254,28,2268,สระแก้ว (วัฒนานคร),สระแก้ว
3395,202,วัฒนานคร - โคคลาน,95+257,1807,2006,656,527,378,1721,1705,1551,1458,1339,13147,52.923,58,1179,สระแก้ว (วัฒนานคร),สระแก้ว
3395,201,ทับทิมสยาม05 - วัฒนานคร,27+960,1751,1683,29,0,0,1368,1396,1486,1261,1208,10182,52.552,28,1682,สระแก้ว (วัฒนานคร),สระแก้ว
3395,100,ทุ่งขนาน - ทับทิมสยาม05,1+460,1079,648,0,0,0,3009,219,206,202,97,5460,13.261,0,1367,จันทบุรี,จันทบุรี
3398,100,ท่าพะเนียด - ทุ่งมะสังข์,0+500,1743,570,5,0,7,1743,148,130,61,25,4431,8.376,17,1140,กาญจนบุรี,กาญจนบุรี
3400,100,หนองเอื้อง - ทุ่งขาม,0+500,841,499,0,0,0,1019,675,360,0,0,3393,30.495,50,899,เพชรบุรี,เพชรบุรี
3401,100,เนินโมก - ทับร้าง,3+000,1434,1093,951,986,107,1179,1070,1003,911,797,9532,51.138,23,1099,ชลบุรีที่ 1,ชลบุรี
3403,100,วัดยกกระบัตร - หลักสี่,0+500,5516,5407,1126,1005,804,5567,5516,1062,736,552,27290,35.451,18,4221,นครปฐม,สมุทรสาคร
3404,100,หลักสาม - คลองยกกระบัตร,0+300,5226,5221,1063,823,758,5217,5256,981,716,453,25716,34.953,16,3988,นครปฐม,สมุทรสาคร
3405,100,บ้านแหลม - ทุ่งขนาน,16+500,208,90,5,0,0,1564,188,119,83,55,2312,19.269,13,865,จันทบุรี,จันทบุรี
3409,100,ชากไทย - ทุ่งจันดำ,6+800,755,401,0,0,0,2567,13,9,2,0,3747,0.64,2,1276,จันทบุรี,จันทบุรี
3410,101,เขื่อนเพชร - เขาลูกช้าง,0+500,1691,1424,123,0,0,1858,1256,860,70,0,7283,30.014,40,1544,เพชรบุรี,เพชรบุรี
3410,102,เขาลูกช้าง - ห้วยโสก,30+000,986,718,0,0,0,1425,436,349,22,0,3937,20.511,81,1101,เพชรบุรี,เพชรบุรี
3412,101,อยุธยา - บางบาล,16+500,1666,1415,214,188,164,882,310,587,741,449,6616,36.872,2,1292,อยุธยา,พระนครศรีอยุธยา
3412,101,อยุธยา - บางบาล,1+000,1259,298,250,228,144,995,209,216,206,130,3935,28.795,12,1198,อยุธยา,พระนครศรีอยุธยา
3413,100,ทางเข้าบางบ่อ,1+960,5176,2719,650,590,136,5439,899,780,657,331,17377,19.527,50,3073,สมุทรปราการ,สมุทรปราการ
3414,100,อ้อมน้อย - ศาลายา,1+000,21587,9887,202,305,381,25590,1248,779,330,142,60451,5.269,383,16756,สมุทรสาคร,นครปฐม
3415,100,สามพราน - แม่น้ำนครชัยศรี,1+000,12716,2719,2694,228,187,12045,2789,693,436,246,34754,13.178,160,7027,สมุทรสาคร,นครปฐม
3416,100,โป่งแย้ - หุบเฉลา,0+500,540,432,0,0,0,915,384,352,0,0,2622,28.049,52,752,เพชรบุรี,เพชรบุรี
3416,100,โป่งแย้ - หุบเฉลา,8+000,492,308,0,0,0,1118,240,182,0,0,2340,18.009,62,893,เพชรบุรี,เพชรบุรี
3420,100,ทางเข้าหนองไผ่,0+200,139,49,0,0,0,549,26,21,27,11,823,10.402,1,166,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3422,100,ลาดบัวหลวง - สองพี่น้อง,15+355,5230,247,17,25,17,3779,315,339,994,466,11429,18.867,17,1196,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3428,100,เขาชะโงก - ท้ายทอง,1+000,2928,2432,2569,2472,2124,1978,649,246,202,200,15799,37.295,104,1864,นครนายก,นครนายก
3431,101,ไผ่ขวาง - เทศบาลเมืองสุพรรณบุรี,0+200,10253,1457,881,151,95,9075,144,87,58,47,22247,2.613,43,7919,สุพรรณบุรีที่ 1,สุพรรณบุรี
3432,100,หินลาด - เขื่อนแก่งกระจาน,0+500,386,484,0,0,0,1069,321,247,0,0,2507,22.642,36,943,เพชรบุรี,เพชรบุรี
3438,101,หนองฉาง - ดินแดง,6+000,1635,989,49,26,39,1356,506,442,445,385,5873,31.389,21,1341,อุทัยธานี,อุทัยธานี
3438,102,ดินแดง - ไผ่งาม,40+300,344,90,13,0,0,1401,58,72,8,1,1987,7.011,3,1024,อุทัยธานี,อุทัยธานี
3440,100,ดอนพรหม - ตลาดเขต,3+330,184,71,3,0,0,542,24,31,6,5,866,7.52,4,354,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3443,101,ตลาดใหม่ - ตลุงเหนือ,7+700,1094,280,0,0,15,1458,164,232,146,110,3499,19.06,18,1011,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3446,102,ป่าไร่ - ช่องตากิ่ว,30+500,620,547,0,0,0,742,349,336,318,320,3232,40.919,166,812,สระแก้ว (วัฒนานคร),สระแก้ว
3447,101,หนองระหาน - คลองเวฬุ,0+500,1238,1165,0,0,0,2041,353,304,240,188,5529,19.624,20,1572,ตราด,จันทบุรี
3448,100,ทุ่งขนาน - ตาเรือง,10+408,541,413,0,0,0,2700,115,88,88,66,4012,8.91,0,600,จันทบุรี,จันทบุรี
3451,100,โคกโคเฒ่า - ลาดตาล,1+868,593,123,0,0,0,1253,29,30,1,3,2032,3.092,8,931,สุพรรณบุรีที่ 1,สุพรรณบุรี
3452,100,ดงพระราม - ห้วยขื่อ,3+906,4029,2810,73,61,46,3068,1281,730,447,57,12601,20.801,20,2834,ปราจีนบุรี,ปราจีนบุรี
3453,100,ท่าไม้ - ตะคร้ำเอน,0+500,1329,630,0,2,0,1511,116,91,90,47,3818,9.094,14,1914,กาญจนบุรี,กาญจนบุรี
3454,301,ท่าช้าง - วิเศษชัยชาญ,62+293,3395,875,80,46,72,4084,665,443,351,256,10266,17.844,55,4217,อ่างทอง,อ่างทอง
3454,400,หน้าโคก - เสนา,103+584,2691,2819,323,264,333,1446,899,640,556,425,10395,29.982,13,2139,อยุธยา,พระนครศรีอยุธยา
3454,301,ท่าช้าง - วิเศษชัยชาญ,74+093,1937,1249,106,94,101,3579,571,489,217,122,8465,18.821,117,3446,อ่างทอง,อ่างทอง
3454,200,บ้านวังขอน - ท่าช้าง,21+793,1904,1924,31,29,19,1223,258,147,105,66,5707,10.947,5,1238,สิงห์บุรี,สิงห์บุรี
3454,100,แยกเข้าโรงเรียนคุรุประชาสรรค์ - บ้านวังขอน,2+000,1115,304,16,0,8,1624,85,69,89,29,3337,8.35,4,1243,ชัยนาท,ชัยนาท
3455,100,แยกปากกิเลน - บ้านเก่า,0+100,491,416,23,18,17,396,30,29,14,10,1444,8.149,0,177,กาญจนบุรี,กาญจนบุรี
3456,101,หนองกระดี่ - คลองข่อย,39+285,873,267,7,10,5,456,75,75,49,42,1859,13.821,6,745,อุทัยธานี,อุทัยธานี
3456,101,หนองกระดี่ - คลองข่อย,15+000,772,312,7,5,2,572,108,106,64,38,1986,16.274,12,667,อุทัยธานี,อุทัยธานี
3457,100,ไทรโยค - ท่าทุ่งนา,0+500,401,192,35,10,8,387,41,15,31,1,1122,9.47,0,281,กาญจนบุรี,กาญจนบุรี
3459,100,สามแยกบ้านกรูด - ปากคลองบ้านกรูด,8+232,1199,423,6,13,26,1818,120,85,59,40,3788,9.044,13,2318,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
3460,100,สระแก้ว - หนองโดก,0+400,1570,475,1,1,1,2887,247,238,279,18,5717,13.704,13,1252,สุพรรณบุรีที่ 1,สุพรรณบุรี
3461,100,สวนแตง - ดอนคา,3+000,723,476,0,2,6,1600,138,77,128,101,3250,13.879,8,1214,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3462,100,สระแก้ว - แซร์ออ,4+277,1181,1152,476,305,126,1311,1356,973,1013,867,8760,52.96,56,916,สระแก้ว (วัฒนานคร),สระแก้ว
3462,100,สระแก้ว - แซร์ออ,51+263,1102,1198,297,308,107,1171,1101,1156,1092,873,8405,55.171,64,958,สระแก้ว (วัฒนานคร),สระแก้ว
3466,100,บ้านเก่า - พานทอง,0+500,6758,4892,712,474,2898,8740,6816,5077,4171,2838,43375,51.351,26,5110,ชลบุรีที่ 1,ชลบุรี
3467,100,นครหลวง - ท่าเรือ,10+650,2854,2069,150,159,131,2619,638,1431,2058,1612,13721,43.94,17,2808,อยุธยา,พระนครศรีอยุธยา
3468,100,จร้าใหม่ - เลาขวัญ,10+000,473,199,3,3,0,1098,153,128,86,58,2201,19.46,5,472,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3469,100,อยุธยา - บ้านรุน,3+750,1492,1320,119,103,87,852,255,242,171,128,4768,20.671,14,1873,อยุธยา,พระนครศรีอยุธยา
3470,100,ภาชี - ท่าเรือ,4+770,3968,3549,138,186,158,2170,1626,1543,1630,1814,16781,41.455,23,2052,อยุธยา,พระนครศรีอยุธยา
3471,100,บางบุตร - ชุมแสง,0+500,2543,69,17,15,15,2376,128,87,40,26,5315,5.844,29,1959,ระยอง,ระยอง
3472,100,อู่ทอง - ตลุงเหนือ,9+000,412,120,6,7,3,1777,85,217,113,57,2797,17.232,1,658,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3473,100,หนองจิกรี - ถนนสุด,7+000,2582,2611,17,18,14,2223,709,684,767,630,10256,27.528,17,2461,นครสวรรค์ที่ 1,นครสวรรค์
3473,100,หนองจิกรี - ถนนสุด,29+000,1874,2038,17,14,17,1319,851,868,722,636,8356,37.192,16,2069,นครสวรรค์ที่ 1,นครสวรรค์
3475,100,ทับกฤช - พนมรอก,14+250,416,61,0,0,0,1086,45,48,64,102,1821,14.178,2,721,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3477,102,เกาะเรียน - อยุธยา,13+800,3208,2482,1038,902,962,2915,1278,1183,720,622,15310,37.016,121,2061,อยุธยา,พระนครศรีอยุธยา
3479,100,ทับพริก - เขาตาง๊อก,11+020,461,312,0,0,0,330,232,194,90,64,1683,34.464,11,404,สระแก้ว (วัฒนานคร),สระแก้ว
3480,100,ปลักประดู่ - ถ้ำธารลอด,5+000,1353,343,0,0,0,377,168,80,30,3,2354,11.936,55,1006,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3481,100,คลองหลวงแพ่ง - ศาลาแดง,0+500,3578,3869,941,546,673,3025,2384,1618,1557,882,19073,40.156,91,1722,กรุงเทพ,กรุงเทพมหานคร
3481,300,บางขนาก - ปราจีนบุรี,47+970,2749,1544,94,73,17,227,184,127,150,77,5241,11.963,13,1139,ปราจีนบุรี,ปราจีนบุรี
3481,300,บางขนาก - ปราจีนบุรี,35+925,1749,1559,79,57,25,188,571,593,467,652,5940,39.819,24,1055,ปราจีนบุรี,ปราจีนบุรี
3486,102,โคคลาน - ใหม่ไทยถาวร,8+000,5234,2302,80,71,57,1954,616,627,981,991,12914,25.887,13,1299,สระแก้ว (วัฒนานคร),สระแก้ว
3487,100,วัดป่าเลไลยก์ - โพธิ์พระยา,0+500,1924,274,10,0,0,1304,122,21,8,0,3664,4.115,20,1084,สุพรรณบุรีที่ 1,สุพรรณบุรี
3488,100,หนองโสน - หนองมะสังข์,0+400,660,241,6,11,1,3006,265,177,127,59,4554,14.071,4,1318,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3492,100,ท่าม่วง - หนองตากยา,0+943,3254,1010,19,3,10,3231,283,312,268,122,8513,11.739,5,3298,กาญจนบุรี,กาญจนบุรี
3492,100,ท่าม่วง - หนองตากยา,11+300,1914,193,25,5,1,193,118,167,69,48,2732,14.883,6,535,กาญจนบุรี,กาญจนบุรี
3493,100,คลองทราย - จันทบุรี,0+500,9511,2677,252,187,56,11477,2217,1635,57,47,28117,14.936,26,5564,จันทบุรี,จันทบุรี
3494,100,ท่าประดู่ - ฉางเกลือ,3+800,790,199,3,0,0,1838,65,49,29,17,2990,5.348,0,878,ตราด,ตราด
3496,100,ดอนเจดีย์ - ปากดง,15+000,2059,1245,21,14,0,1444,249,214,387,174,5805,17.863,6,793,สุพรรณบุรีที่ 1,สุพรรณบุรี
3497,100,ช้างแรก - บางสะพานน้อย,7+900,2736,1268,22,6,2,1786,86,62,0,32,5999,3.122,2,2349,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
3499,101,เขื่อนเพชร - วังไคร้,2+050,2316,1923,790,459,553,2285,1642,881,6,0,10856,32.614,49,3514,เพชรบุรี,เพชรบุรี
3500,100,หนองบัว - ลาดหญ้า,1+000,796,355,16,2,5,927,64,63,11,7,2247,6.762,6,820,กาญจนบุรี,กาญจนบุรี
3501,100,อ่างทอง - บางหลวงโดด,12+000,1296,164,18,1,26,547,138,87,86,46,2410,15.924,18,1311,อ่างทอง,อ่างทอง
3502,100,ดอนไร่ - อ่างเก็บน้ำกระเสียว,37+678,4563,1321,19,13,7,4748,249,207,137,101,11364,6.271,9,4345,สุพรรณบุรีที่ 1,สุพรรณบุรี
3502,100,ดอนไร่ - อ่างเก็บน้ำกระเสียว,1+000,612,294,3,1,0,826,65,50,65,57,1974,12.095,12,491,สุพรรณบุรีที่ 1,สุพรรณบุรี
3504,200,ห้วยน้ำดัง - เขาชนกัน,18+412,1610,1632,18,17,14,1126,667,673,650,325,6733,34.843,16,1818,นครสวรรค์ที่ 1,นครสวรรค์
3504,100,คลองข่อย - ห้วยน้ำดัง,0+500,724,335,19,23,19,1012,164,154,143,110,2703,22.687,16,803,อุทัยธานี,อุทัยธานี
