ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
1115,200,น้อยซุ้มขี้เหล็ก - บ้านมุง,18+900,"2,658",169,82,2,0,"1,219",95,58,92,22,"4,397",6.118,8,2086,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1116,101,นครชุม - มอเจริญ,1+500,"6,390",515,17,19,3,"1,703",151,80,74,29,"8,981",3.964,26,3447,ขท.กำแพงเพชร,กำแพงเพชร
1117,100,คลองแม่ลาย - อุ้มผาง,1+500,"1,732",264,15,10,18,909,151,146,27,22,"3,294",11.354,22,982,ขท.กำแพงเพชร,กำแพงเพชร
1117,100,คลองแม่ลาย - อุ้มผาง,46+000,320,245,0,1,1,773,38,70,0,1,"1,449",7.66,29,1679,ขท.กำแพงเพชร,กำแพงเพชร
1118,100,ท่าพุทรา - เนินมะกอก,9+700,326,138,0,0,3,809,38,52,21,1,"1,388",8.285,1,768,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1118,200,เนินมะกอก - บางมูลนาก,14+677,"1,355",375,19,0,4,203,77,43,24,8,"2,108",7.4,24,972,ขท.พิจิตร,พิจิตร
1119,101,น้ำสาดเหนือ - หนองผักหวาน,0+500,506,98,1,0,0,619,75,55,29,10,"1,393",12.132,110,1598,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1120,100,สอง - แม่เต้น,2+000,"1,665","1,136",120,77,97,"2,888",295,187,115,83,"6,663",12.817,29,1635,ขท.แพร่,แพร่
1120,200,แม่เต้น - เชียงม่วน,44+000,167,46,5,0,0,776,80,22,70,0,"1,166",14.751,0,654,ขท.พะเยา,พะเยา
1121,100,วัดโบสถ์ - แม่น้ำแควน้อย,0+264,"1,174","1,035",19,13,21,"1,161",31,40,34,30,"3,558",4.75,11,827,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1124,100,ท่าผา - ปางกุ่ม,8+434,565,50,0,0,3,55,39,15,1,0,728,7.967,0,335,ขท.ลำปางที่ 1,ลำปาง
1124,200,ปางกุ่ม - วังชิ้น,38+907,"1,636","1,385",78,68,34,935,226,121,91,49,"4,623",12.741,32,1752,ขท.แพร่,แพร่
1125,100,นาปลากั้ง - วังชิ้น,5+800,"1,643","1,393",75,65,41,"1,001",209,149,113,66,"4,755",13.523,31,1744,ขท.แพร่,แพร่
1126,100,พาน - บ้านวัง,4+000,"1,623","1,171",21,29,29,"4,735",474,256,186,142,"8,666",12.878,275,2498,ขท.เชียงรายที่ 2,เชียงราย
1126,100,พาน - บ้านวัง,35+050,"1,491","1,095",27,8,11,"3,498",434,285,221,168,"7,238",15.571,314,2374,ขท.เชียงรายที่ 2,เชียงราย
1126,200,บ้านวัง - ห้วยงิ้ว,56+500,443,126,3,1,0,793,78,298,78,18,"1,838",25.734,22,511,ขท.พะเยา,พะเยา
1128,100,เชียงเคี่ยน - ป่าแงะ,4+000,791,791,25,23,25,"2,683",124,143,99,72,"4,776",10.176,149,587,ขท.เชียงรายที่ 2,เชียงราย
1130,100,ป่าซาง - กิ่วสะไต,1+000,721,473,41,0,0,"1,561",112,87,39,8,"3,042",8.087,38,852,ขท.เชียงรายที่ 1,เชียงราย
1130,100,ป่าซาง - กิ่วสะไต,19+553,336,114,30,0,0,923,67,12,5,3,"1,490",5.839,18,388,ขท.เชียงรายที่ 1,เชียงราย
1130,100,ป่าซาง - กิ่วสะไต,37+053,483,98,29,0,0,339,22,7,1,2,981,3.262,30,549,ขท.เชียงรายที่ 1,เชียงราย
1132,101,วังประจบ - ลานทอง,2+083,349,133,5,2,2,928,85,17,143,60,"1,724",17.923,8,747,ขท.ตากที่ 1,ตาก
1132,102,ลานทอง - พรานกระต่าย,41+083,638,219,7,2,2,"1,477",132,335,584,320,"3,716",37.002,40,1113,ขท.ตากที่ 1,กำแพงเพชร
1134,101,โจโก้ - บ้านเวียง,0+500,"1,122",812,86,0,0,"1,097",123,71,56,0,"3,367",7.425,22,1317,ขท.แพร่,แพร่
1136,100,เหมืองง่า - ลำพูน,1+800,"14,844",544,132,122,23,196,327,157,162,105,"16,612",5.394,53,10478,ขท.ลำพูน,ลำพูน
1141,100,ดอนจั่น - เชียงใหม่,7+000,"83,098","4,985","3,459",96,"3,205","5,102","3,615",134,64,54,"103,812",6.905,298,22870,ขท.เชียงใหม่ที่ 2,เชียงใหม่
1143,101,นครไทย - น้ำคลาด,3+000,"2,561","2,106",33,5,5,"1,211",257,108,86,1,"6,373",7.249,48,2108,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1143,102,น้ำคลาด - ปางหมิ่น,47+000,401,121,9,2,2,"1,360",90,66,87,41,"2,179",13.217,43,806,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1143,200,ปางหมิ่น - บ้านแพะ,77+000,375,163,2,2,1,708,72,27,65,62,"1,477",15.504,6,334,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
1145,100,ตากฟ้า - หัวถนน,20+666,571,148,0,1,0,"1,488",109,139,129,165,"2,750",19.745,19,319,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1147,100,สันป่าฝ้าย - ห้วยไซ,1+000,"5,688","1,472",68,46,72,"7,716",375,159,66,25,"15,687",4.736,0,7223,ขท.ลำพูน,ลำพูน
1148,101,ท่าวังผา - ผาหลัก,2+000,"1,868","1,362",0,2,0,"1,532","1,223",898,8,0,"6,893",30.915,247,2244,ขท.น่านที่ 2,น่าน
1148,101,ท่าวังผา - ผาหลัก,47+500,"1,816","1,392",0,2,0,"1,315","1,020",807,1,0,"6,353",28.805,221,2126,ขท.น่านที่ 2,น่าน
1148,103,สะเกิน - สบทุ,82+000,588,470,2,0,0,"1,414",614,122,81,72,"3,363",26.435,195,1897,ขท.น่านที่ 2,พะเยา
1148,103,สะเกิน - สบทุ,95+200,642,580,2,0,0,"1,564",699,171,121,103,"3,882",28.181,260,4203,ขท.น่านที่ 2,พะเยา
1148,200,สบทุ - บ้านหย่วน,111+404,"1,587",117,4,1,1,"2,871",124,18,14,4,"4,741",3.417,23,2578,ขท.พะเยา,พะเยา
1149,100,ห้วยไคร้ - ห้วยน้ำริน,3+150,164,109,17,28,0,570,19,0,0,0,907,5.182,13,682,ขท.เชียงรายที่ 1,เชียงราย
1149,100,ห้วยไคร้ - ห้วยน้ำริน,13+000,53,46,0,0,0,88,0,0,0,0,187,0,2,167,ขท.เชียงรายที่ 1,เชียงราย
1149,100,ห้วยไคร้ - ห้วยน้ำริน,28+860,56,44,0,0,0,52,0,0,0,0,152,0,0,178,ขท.เชียงรายที่ 1,เชียงราย
1150,101,ปิงโค้ง - กิ่วไฮ,12+250,923,309,37,18,19,"1,575",23,13,9,3,"2,929",2.902,13,865,ขท.เชียงใหม่ที่ 3,เชียงใหม่
1150,102,กิ่วไฮ - ขุนแจ๋,45+200,159,19,7,0,0,571,42,3,0,0,801,5.618,20,440,ขท.เชียงใหม่ที่ 3,เชียงใหม่
1150,200,ขุนแจ๋ - เวียงป่าเป้า,82+000,"2,202","2,294",394,0,0,"2,435",589,177,0,0,"8,091",9.467,207,1893,ขท.เชียงรายที่ 1,เชียงราย
1152,100,หัวดอย - บ้านดอน,9+000,"3,430","2,032",138,123,19,"5,064","2,065","2,092","1,639","1,476","18,078",41.011,1229,3771,ขท.เชียงรายที่ 1,เชียงราย
1152,201,บ้านดอน - พญาเม็งราย,32+000,"1,894","1,348",54,31,39,"3,605",177,86,46,35,"7,315",5.66,195,2676,ขท.เชียงรายที่ 2,เชียงราย
1154,100,สอง - แก่งเสือเต้น,4+856,"1,827","1,446",150,92,124,"4,093",329,229,124,81,"8,495",11.524,45,3506,ขท.แพร่,แพร่
1154,100,สอง - แก่งเสือเต้น,17+156,"1,718","1,049",90,70,97,"2,792",304,183,102,68,"6,473",12.73,20,1139,ขท.แพร่,แพร่
1154,200,แก่งเสือเต้น - ดอนไชย,34+556,703,565,368,402,423,798,521,454,365,395,"4,994",51.262,333,639,ขท.ลำปางที่ 2,ลำปาง
1154,200,แก่งเสือเต้น - ดอนไชย,57+056,"2,536","2,354",414,402,372,"2,422","1,004",376,382,374,"10,636",27.36,450,2736,ขท.ลำปางที่ 2,ลำปาง
1155,101,บ้านปี้ - ทรายกาด,10+000,381,197,51,22,14,"2,212",184,160,60,53,"3,334",14.787,191,1143,ขท.เชียงรายที่ 2,เชียงราย
1155,102,ทรายกาด - บ้านลุง,37+000,835,751,12,4,1,"1,152",327,261,51,49,"3,443",20.128,193,1109,ขท.เชียงรายที่ 2,เชียงราย
1155,102,ทรายกาด - บ้านลุง,45+300,907,619,16,4,1,"1,263",287,206,46,42,"3,391",17.281,131,1176,ขท.เชียงรายที่ 2,เชียงราย
1155,102,ทรายกาด - บ้านลุง,80+300,604,318,19,12,19,"1,691",218,213,72,53,"3,219",18.235,119,1246,ขท.เชียงรายที่ 2,เชียงราย
1156,100,สบทา - ท่าลี่,0+300,"1,265",275,4,24,3,608,134,31,48,20,"2,412",10.779,5,789,ขท.ลำพูน,ลำพูน
1157,100,ท่าล้อ - เมืองปาน,5+400,"7,857","7,610",708,623,404,"8,162",707,791,371,302,"27,535",11.614,498,6642,ขท.ลำปางที่ 2,ลำปาง
1162,100,ไผ่งาม - น้ำมวบ,1+150,699,352,120,13,0,760,304,124,39,1,"2,412",19.942,68,817,ขท.น่านที่ 1,น่าน
1163,100,ร่วมจิต - น้ำพร้า,0+500,"3,761","3,352",107,0,83,"3,658",97,71,55,0,"11,184",2.736,67,3260,ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
1163,100,ร่วมจิต - น้ำพร้า,14+741,"1,183",109,97,71,0,"3,436",89,51,0,0,"5,036",4.19,76,2881,ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
1166,100,วังโป่ง - ดารา,4+000,201,18,1,0,0,487,49,17,2,0,775,8.774,10,847,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
1167,100,แม่กลองใหม่ - เขตแดนไทย/พม่า,1+000,332,367,11,2,0,331,66,60,0,0,"1,169",10.95,6,893,ขท.ตากที่ 2 (แม่สอด),ตาก
1168,101,น่าน - น้ำใส,6+000,501,112,10,1,2,518,109,28,2,0,"1,283",11.068,8,737,ขท.น่านที่ 1,น่าน
1168,102,น้ำใส - น้ำตวง,39+252,636,371,2,1,0,276,117,48,1,0,"1,452",11.501,20,957,ขท.น่านที่ 1,น่าน
1169,101,ท่าล้อ - เมืองหลวง,7+000,"1,298",49,10,0,3,737,75,5,1,0,"2,178",3.857,20,1131,ขท.น่านที่ 1,น่าน
1170,100,ท่าวังผา - ดอนมูล,3+500,"1,196",800,143,119,0,659,489,35,10,0,"3,451",18.922,420,830,ขท.น่านที่ 2,น่าน
1173,100,ศรีเวียง - แม่เลียบ,1+000,"1,417",122,79,32,23,"4,223",92,99,35,27,"6,149",5.009,160,2442,ขท.เชียงรายที่ 2,เชียงราย
1173,100,ศรีเวียง - แม่เลียบ,16+800,"1,165",326,64,51,35,"3,662",204,84,36,27,"5,654",7.729,190,2245,ขท.เชียงรายที่ 2,เชียงราย
1174,101,ป่ามื่น - แม่ต๋ำน้อย,1+000,"2,022",533,299,310,273,"5,193",422,431,414,389,"10,286",21.767,309,1452,ขท.เชียงรายที่ 2,เชียงราย
1174,101,ป่ามื่น - แม่ต๋ำน้อย,27+088,"1,715",670,173,185,190,"5,130",356,337,338,345,"9,439",18.551,260,1608,ขท.เชียงรายที่ 2,เชียงราย
1174,102,แม่ต๋ำน้อย - ทุ่งงิ้ว,80+182,"1,920","1,741",228,176,113,"4,788",798,716,301,276,"11,057",21.525,201,1002,ขท.เชียงรายที่ 2,เชียงราย
1175,100,แม่ระมาด - ห้วยส้มป่อย,3+106,414,458,29,9,5,419,117,44,30,54,"1,579",16.403,31,699,ขท.ตากที่ 2 (แม่สอด),ตาก
1175,200,ห้วยส้มป่อย - เจดีย์ยุทธหัตถี,77+606,279,152,34,10,3,816,43,21,2,2,"1,362",5.947,33,731,ขท.ตากที่ 1,ตาก
1176,100,ท่าโพธิ์ - บ้านสวน,0+500,719,737,101,97,113,647,355,371,208,208,"3,556",38.02,334,650,ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
1177,100,ดอนระเบียง - ป่าไร่หลวง,2+000,436,"1,035",48,12,8,231,149,111,77,26,"2,133",17.956,13,745,ขท.สุโขทัย,สุโขทัย
1177,100,ดอนระเบียง - ป่าไร่หลวง,32+082,451,"1,044",50,14,9,224,157,111,86,25,"2,171",18.517,13,745,ขท.สุโขทัย,สุโขทัย
1178,101,แม่ข้อน - นาหวาย,1+000,"1,346",291,48,54,22,"3,044",69,23,18,8,"4,923",3.941,11,1134,ขท.เชียงใหม่ที่ 3,เชียงใหม่
1178,101,แม่ข้อน - นาหวาย,24+000,"1,081",119,53,16,15,"1,964",29,8,1,1,"3,287",2.13,13,943,ขท.เชียงใหม่ที่ 3,เชียงใหม่
1178,102,นาหวาย - สินไชย,33+250,267,66,56,0,0,976,70,9,8,1,"1,453",6.056,1,876,ขท.เชียงใหม่ที่ 3,เชียงใหม่
1179,100,ฝายกวาง - ดอนเงิน,1+000,601,380,8,4,0,"1,156",147,56,23,10,"2,385",10.063,11,487,ขท.พะเยา,พะเยา
1180,100,สวรรคโลก - ปลายราง,7+250,"1,339",169,6,0,0,923,80,80,32,11,"2,640",7.689,24,769,ขท.สุโขทัย,สุโขทัย
1180,100,สวรรคโลก - ปลายราง,25+500,"1,304",107,8,0,1,506,45,29,16,9,"2,025",4.938,47,1061,ขท.สุโขทัย,สุโขทัย
1181,100,แม่แก้วเหนือ - ใหม่ใน,1+000,"1,816","1,765",150,118,16,"2,657","1,569","1,470","1,439","1,424","12,424",48.583,1197,2521,ขท.เชียงรายที่ 1,เชียงราย
1182,101,แยกนวมินทร์ - หาดเสลา,11+500,"1,721",549,17,0,0,"2,546",185,91,41,38,"5,188",6.843,11,2130,ขท.นครสวรรค์ที่ 1,นครสวรรค์
1184,100,แม่อาว - ดอนมูล,6+000,666,546,28,0,0,"1,847",343,228,0,0,"3,658",15.61,20,1416,ขท.ลำพูน,ลำพูน
1184,100,แม่อาว - ดอนมูล,72+000,753,626,11,0,0,"1,869",406,279,0,0,"3,944",17.368,14,1450,ขท.ลำพูน,ลำพูน
1186,100,น้ำแวน - ทุ่งหล่ม,1+000,537,245,1,0,3,959,144,44,25,4,"1,962",11.213,95,757,ขท.พะเยา,พะเยา
1188,100,ปง - ห้วยกอก,0+860,674,226,6,5,2,"1,860",100,24,26,7,"2,930",5.597,67,2173,ขท.พะเยา,พะเยา
1188,200,ห้วยกอก - ห้วยอ่วม,44+460,354,236,0,0,0,"1,148",430,88,34,26,"2,316",24.957,226,1486,ขท.น่านที่ 2,พะเยา
1189,200,ช่างเพี้ยน - บ้านธิ,8+141,"1,764","1,105",36,0,4,"3,014",189,16,5,0,"6,133",3.489,7,2375,ขท.ลำพูน,ลำพูน
1190,100,จำบอน - เหมืองง่า,2+600,"1,759","1,888",75,36,15,"2,278","1,315","1,250","1,190","1,119","10,925",45.08,1128,1860,ขท.เชียงรายที่ 1,เชียงราย
1191,100,หนองขนาก - ท้ายดง,0+060,234,99,7,3,0,407,23,15,15,14,817,8.568,3,376,ขท.พิจิตร,พิจิตร
1191,200,ท้ายดง - วังหิน,13+560,465,139,8,4,3,680,140,88,78,51,"1,656",21.981,31,1099,ขท.เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
1192,100,อินทนนท์ - แม่แจ่ม,8+350,154,70,16,0,1,739,5,0,0,0,985,0.609,1,189,ขท.เชียงใหม่ที่ 1,เชียงใหม่
1193,100,แม่ต๋ำ - แม่ใจ,4+000,"1,612",532,61,0,0,"1,449",127,26,20,2,"3,829",4.57,54,1606,ขท.พะเยา,พะเยา
1194,100,แม่สะเรียง - แม่สามแลบ,15+200,329,7,0,0,0,298,95,6,2,0,737,13.976,1,552,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
1195,102,เตว็ดใน - วังไม้ขอน,19+986,"1,949","2,332",104,4,19,381,197,108,64,55,"5,213",8.575,104,1676,ขท.สุโขทัย,สุโขทัย
1196,100,วังโป่ง - ด่านแม่คำมัน,1+000,314,112,3,0,0,855,55,44,54,8,"1,445",11.142,14,695,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
1201,100,สวรรคโลก - ป่ากล้วย,2+200,"1,577",203,3,0,0,123,147,76,41,8,"2,178",12.489,6,682,ขท.สุโขทัย,สุโขทัย
1202,100,พะเยา - สันต้นแหน,5+000,"2,854",718,89,45,42,"2,581",324,198,211,162,"7,224",13.594,132,1710,ขท.พะเยา,พะเยา
1204,101,บึงหลัก - ฟากคลองตรอน,10+022,467,164,5,7,0,"1,029",118,34,37,7,"1,868",10.867,42,1520,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
1204,102,ฟากคลองตรอน - พิชัย,40+743,"1,178",541,0,2,2,"1,479",73,32,65,1,"3,373",5.188,5,1837,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
1205,100,ชนแดน - วังโป่ง,1+000,"2,308",54,31,8,12,"1,062",290,67,29,8,"3,869",10.7,23,1460,ขท.เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
1205,100,ชนแดน - วังโป่ง,21+188,"2,264",183,29,6,8,967,99,47,29,9,"3,641",5.438,43,2009,ขท.เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
1206,100,ซอโอ - วะเล่ย์,1+700,"1,286","1,800",93,0,0,"4,152",122,161,71,41,"7,726",5.113,61,797,ขท.ตากที่ 2 (แม่สอด),ตาก
1208,100,ร่องขุ่น - สวนดอก,0+100,"2,668","2,832",67,72,16,"2,683",531,518,492,473,"10,352",20.305,644,2424,ขท.เชียงรายที่ 1,เชียงราย
1209,100,บ้านเด่น - ท่าข้าวเปลือก,1+000,"1,827","1,755",15,12,0,"4,415",27,21,19,16,"8,107",1.172,56,2183,ขท.เชียงรายที่ 1,เชียงราย
1210,100,สบสา - ก๊อหลวง,1+000,737,368,31,7,0,"1,340",84,6,7,4,"2,584",4.18,252,1126,ขท.พะเยา,พะเยา
1211,101,หนองเหียง - สวนดอก,1+000,"4,501","2,697",9,9,9,"2,658",77,43,31,33,"10,067",2.007,73,3734,ขท.เชียงรายที่ 1,เชียงราย
1211,102,สวนดอก - ดงมะดะ,23+200,"1,031",58,15,1,1,635,49,13,31,7,"1,841",5.54,5,659,ขท.เชียงรายที่ 1,เชียงราย
1214,101,บ้านแก่ง - น้ำอ่าง,11+500,353,150,0,2,0,857,85,61,44,14,"1,566",13.155,18,982,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
1214,102,น้ำอ่าง - วังผาชัน,13+500,531,177,11,19,0,"1,122",76,40,72,40,"2,088",11.83,16,288,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
1214,102,น้ำอ่าง - วังผาชัน,27+550,424,652,11,48,1,660,44,24,66,69,"1,999",12.606,30,1112,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
1215,100,ห้วยบง - วังผา,0+700,320,319,87,45,53,303,134,118,85,77,"1,541",33.225,105,398,ขท.ตากที่ 2 (แม่สอด),ตาก
1216,100,ห้วยแก๊ต - ขุนสถาน,2+000,496,180,107,0,0,830,86,44,0,0,"1,743",7.458,34,1176,ขท.แพร่,แพร่
1217,100,ปากห้วยอ้อย - วังปึ้ง,0+500,577,454,106,52,0,776,73,52,31,0,"2,121",9.807,27,1368,ขท.แพร่,แพร่
1219,100,แม่เทย - ทุ่งหัวช้าง,0+500,535,420,0,0,0,"1,906",317,204,0,0,"3,382",15.405,40,1602,ขท.ลำพูน,ลำพูน
1221,100,พิจิตร -ท่านา,0+500,"2,515",353,9,0,3,429,133,79,8,28,"3,557",7.057,3,1733,ขท.พิจิตร,พิจิตร
1221,200,ท่านา - ท่ามะขาม,9+000,"1,301",709,0,0,0,887,130,71,34,17,"3,149",8.003,0,1120,ขท.พิษณุโลกที่ 1,พิษณุโลก
1222,100,บ้านหงาว - บ้านเหล่า,1+000,531,324,50,14,18,"2,241",208,63,21,23,"3,493",9.934,262,1531,ขท.เชียงรายที่ 2,เชียงราย
1225,101,ภูแยง - ปางช้าง,3+200,"1,012",228,19,6,0,202,150,58,32,7,"1,714",14.761,105,979,ขท.น่านที่ 1,น่าน
1225,102,ปางช้าง - นาบัว,24+200,369,25,0,0,0,27,22,14,0,0,457,7.877,27,316,ขท.น่านที่ 1,น่าน
1226,100,จ่าโบ่ -  ปางคาม,0+500,121,143,8,0,0,194,64,32,5,0,567,17.813,0,345,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
1226,100,จ่าโบ่ -  ปางคาม,9+515,81,67,0,0,0,107,24,2,0,0,281,9.253,4,135,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
1229,100,บ้านใหม่ - เปาสามขา,9+500,583,425,0,0,0,822,12,16,0,0,"1,858",1.507,24,893,ขท.เชียงใหม่ที่ 2,เชียงใหม่
1230,100,บ้านใหม่ - ห้วยแก้ว,0+500,336,0,0,0,0,606,4,0,0,0,946,0.423,0,651,ขท.เชียงใหม่ที่ 2,เชียงใหม่
1232,100,อนุสาวรีย์พ่อขุนเม็งราย - เวียงชัย,3+000,"1,898","2,399",0,0,0,"1,821",18,0,0,4,"6,140",0.358,26,2464,ขท.เชียงรายที่ 1,เชียงราย
1233,100,ศรีทรายมูล - บ้านด้าย,2+000,"8,631","3,546",10,15,22,"5,287",17,18,17,20,"17,583",0.62,29,6166,ขท.เชียงรายที่ 1,เชียงราย
1234,100,ทางเข้าพระบรมธาตุเจดีย์ศรีนครินทร์ฯ,1+500,46,11,0,0,0,89,17,2,0,0,165,11.515,34,270,ขท.เชียงรายที่ 1,เชียงราย
1237,100,ชาติตระการ - ชำนาญจุ้ย,12+200,246,55,3,0,0,934,71,7,6,0,"1,322",6.354,25,682,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1237,100,ชาติตระการ - ชำนาญจุ้ย,24+687,278,158,2,0,0,740,149,46,10,1,"1,384",14.884,13,399,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1242,100,โค้งวิไล - เขาน้ำอุ่น,1+000,611,209,1,1,4,"1,597",117,196,385,21,"3,142",23.043,8,760,ขท.กำแพงเพชร,กำแพงเพชร
1243,100,ปางไฮ - ห้วยไผ่,15+033,420,12,0,0,0,14,28,20,24,0,518,13.9,0,578,ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
1243,201,ห้วยไผ่ - หาดไร่,79+433,484,225,41,22,15,762,239,60,21,5,"1,874",19.317,27,583,ขท.น่านที่ 1,น่าน
1243,202,หาดไร่ - นาเซีย,107+733,457,238,0,0,0,161,65,14,3,0,938,8.742,28,662,ขท.น่านที่ 1,น่าน
1244,100,น้ำอ่าง - น้ำพี้,0+500,110,48,5,2,0,341,29,18,40,9,602,16.279,9,150,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
1246,100,หนองกวาง - แสนขัน,10+000,789,147,1,1,2,178,86,54,117,62,"1,437",22.408,19,526,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
1246,100,หนองกวาง - แสนขัน,17+000,"1,043",326,16,4,1,847,158,123,172,132,"2,822",20.907,14,1063,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
1249,100,แม่งอน - หนองเต่า,5+000,241,173,23,0,0,106,21,0,0,0,564,3.723,21,225,ขท.เชียงใหม่ที่ 3,เชียงใหม่
1250,100,ไม้แงะ - ท่าโป่งแดง,0+500,289,103,28,13,3,"1,194",38,7,0,0,"1,675",3.642,26,1845,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
1251,101,ดอกคำใต้ - บ้านถ้ำ,5+000,"1,555",454,22,36,19,134,58,12,4,1,"2,295",5.664,43,639,ขท.พะเยา,พะเยา
1251,102,บ้านถ้ำ - เชียงม่วน,58+000,287,52,0,0,0,"1,117",97,10,5,0,"1,568",7.143,0,1055,ขท.พะเยา,พะเยา
1252,100,ปางแฟน - แม่ตอนหลวง,19+300,538,445,0,0,0,706,71,0,0,0,"1,760",4.034,0,675,ขท.เชียงใหม่ที่ 2,เชียงใหม่
1252,200,แม่ตอนหลวง  - ข่วงกอม,50+589,"1,210","1,329",694,298,279,"2,022",328,325,334,310,"7,129",26.287,571,1953,ขท.ลำปางที่ 2,ลำปาง
1254,100,ทางเข้าดารา,0+500,130,51,0,0,2,211,29,10,7,1,441,11.111,14,293,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
1255,100,ฟ้าเรือง - คลองกล้วย,0+500,343,255,3,0,2,141,63,38,54,20,919,19.26,9,384,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
1256,101,ปัว - อุทยานแห่งชาติดอยภูคา,3+500,932,836,61,0,0,814,280,190,90,2,"3,205",17.535,364,916,ขท.น่านที่ 2,น่าน
1257,100,ศรีบุญเรือง - หลักลาย,1+000,"1,017",92,1,0,0,217,151,37,57,0,"1,572",15.585,151,878,ขท.น่านที่ 1,น่าน
1260,100,ศรีบุญเรือง - โรงพยาบาลสันทราย,2+500,"8,934",655,211,67,7,"3,313","1,910",222,68,21,"15,408",14.895,163,6511,ขท.เชียงใหม่ที่ 2,เชียงใหม่
1263,100,ขุนยวม - ปางอุ๋ง,0+600,231,121,9,0,0,"1,488",42,10,2,0,"1,903",2.838,0,1408,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
1263,200,ปางอุ๋ง - แม่นาจร,64+725,225,90,24,3,0,249,36,13,3,1,644,8.696,2,248,ขท.เชียงใหม่ที่ 1,เชียงใหม่
1264,100,แม่พริก - ห้วยขี้นก,0+500,292,73,0,0,3,39,49,18,0,0,474,14.768,13,185,ขท.ลำปางที่ 1,ลำปาง
1265,100,ปาย - วัดจันทร์,0+500,79,8,2,0,0,10,7,3,0,0,109,9.174,8,94,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
1266,100,แม่ลาน้อย - ละอุบ,0+500,293,92,4,0,0,944,103,27,4,0,"1,467",9.134,19,1453,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
1267,100,แม่สลิดหลวง - แม่ระเมิง,0+500,91,0,0,0,0,116,2,0,0,0,209,0.957,0,266,ขท.ตากที่ 2 (แม่สอด),ตาก
1268,100,เหมืองแพร่ - นาเจริญ,5+000,"1,024",545,47,30,8,702,277,188,43,3,"2,867",19.149,87,794,ขท.เลยที่ 2 (ด่านซ้าย),เลย
1268,100,เหมืองแพร่ - นาเจริญ,10+500,"1,036",533,35,10,8,805,388,229,87,3,"3,134",23.133,77,922,ขท.เลยที่ 2 (ด่านซ้าย),เลย
1268,200,นาเจริญ - ปางไฮ,41+150,646,548,18,0,0,525,470,424,360,268,"3,259",46.701,226,489,ขท.อุตรดิตถ์ที่ 2,พิษณุโลก
