ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
4032,101,บางไทร - ตำตัว,1+000,668,345,12,6,9,"1,362",75,22,4,6,"2,509",4.862,12,1778,ขท.ภูเก็ต,พังงา
4033,100,ในช่อง - ในไร่,3+000,"2,135",103,202,14,12,167,127,44,149,54,"3,007",13.302,6,1093,ขท.กระบี่,กระบี่
4034,100,ปากน้ำกระบี่ - เขาทอง,11+400,"2,825",553,125,12,12,"1,823",108,13,28,20,"5,519",3.497,59,2474,ขท.กระบี่,กระบี่
4037,100,เหนือคลอง - สองแพรก,23+000,"3,539","3,553",43,40,17,"1,867",192,183,316,119,"9,869",8.785,25,1689,ขท.กระบี่,กระบี่
4037,200,สองแพรก - ควนสว่าง,46+800,"2,590","2,403",257,199,315,859,444,255,270,159,"7,751",21.184,0,3008,ขท.สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
4038,100,คลองท่อม - ทุ่งใหญ่,5+000,"1,128",931,31,51,22,"1,175",216,186,228,130,"4,098",20.327,28,946,ขท.กระบี่,กระบี่
4038,100,คลองท่อม - ทุ่งใหญ่,48+000,839,752,19,71,13,"1,256",152,157,205,119,"3,583",20.011,11,903,ขท.กระบี่,นครศรีธรรมราช
4038,200,ทุ่งใหญ่ - วัดขนาน,55+683,"1,455",222,0,0,0,483,132,171,115,13,"2,591",16.635,29,1061,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4041,100,บางผึ้ง - โคกยาง,2+000,698,388,68,17,4,802,84,56,4,2,"2,123",7.866,25,1086,ขท.กระบี่,กระบี่
4045,100,บางรัก - ควนขัน,2+665,"5,517","3,192",40,50,48,"7,229",175,104,43,27,"16,425",2.721,3,6801,ขท.ตรัง,ตรัง
4046,101,ตรัง - สิเกา,9+479,"4,297","3,638",0,0,0,"5,893",479,347,310,269,"15,233",9.223,92,3907,ขท.ตรัง,ตรัง
4046,102,ถนนเลี่ยงเมืองสิเกา,32+879,"2,212","2,026",0,0,0,"2,584",294,225,213,189,"7,743",11.895,66,1564,ขท.ตรัง,ตรัง
4046,200,สิเกา - ควนกุน,41+865,"1,425",122,46,21,24,448,114,181,126,92,"2,599",21.47,6,766,ขท.กระบี่,ตรัง
4047,100,ลำปำ - พัทลุง,4+560,"3,122","2,918",91,109,23,"2,183",223,52,2,1,"8,724",4.7,61,2725,ขท.พัทลุง,พัทลุง
4048,100,สี่แยกช่องโก - ทุ่งข่า,2+100,"4,625","4,261",306,229,54,"3,737",109,64,33,28,"13,446",3.845,38,5028,ขท.พัทลุง,พัทลุง
4049,100,ห้วยทราย - ปากพะยูน,18+200,542,150,10,3,1,"1,768",409,213,50,14,"3,160",21.835,21,1606,ขท.พัทลุง,พัทลุง
4051,100,นาลาน - เจ๊ะบิลัง,1+000,"2,193","2,440",6,5,0,"2,598",185,106,41,5,"7,579",4.512,17,3058,ขท.สตูล,สตูล
4052,100,เขาขาว - ท่าเรือปากบารา,3+663,"3,429","3,733",66,65,18,"3,323",277,161,59,12,"11,143",5.313,45,3827,ขท.สตูล,สตูล
4053,100,ควนเนียง - ปากบาง,2+300,816,987,34,3,3,134,20,10,3,4,"2,014",2.135,47,1295,ขท.สตูล,สงขลา
4054,100,สะเดา - มาเลเซีย (เขตแดนไทย/มาเลเซีย),6+000,"2,049","1,045",104,76,4,"2,969",157,166,124,685,"7,379",16.425,11,2490,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4055,101,นราธิวาส - มะนังตายอ,4+892,"1,819","1,899",19,6,3,"1,518",16,18,19,10,"5,327",1.352,49,1824,ขท.นราธิวาส,นราธิวาส
4055,102,มะนังตายอ - จือมอ,23+736,"1,776","1,483",20,0,0,"1,626",257,253,17,17,"5,449",9.983,12,4065,ขท.นราธิวาส,นราธิวาส
4055,102,มะนังตายอ - จือมอ,34+536,"1,355","1,215",14,0,0,"1,487",264,259,3,3,"4,600",11.5,10,3590,ขท.นราธิวาส,นราธิวาส
4055,103,จือมอ - สุคิริน,64+436,987,861,0,0,0,"1,413",0,0,0,0,"3,261",0,0,1183,ขท.นราธิวาส,นราธิวาส
4056,102,โคกสุมุ - บ้านโคก,6+633,"4,557","2,876",13,0,0,"2,136",244,243,13,17,"10,099",5.119,7,3931,ขท.นราธิวาส,นราธิวาส
4056,103,บ้านโคก - สุไหงโก - ลก,42+400,"2,552","2,563",0,0,0,"2,381",21,21,19,0,"7,557",0.807,13,4302,ขท.นราธิวาส,นราธิวาส
4056,103,บ้านโคก - สุไหงโก - ลก,52+880,"8,236","3,817",0,0,0,"4,311",19,15,18,0,"16,416",0.317,16,13062,ขท.นราธิวาส,นราธิวาส
4057,100,สุไหงโก - ลก - บูเก๊ะตา (เขตแดนไทย /มาเลเซีย),1+677,"1,851","1,830",0,0,0,"1,972",18,16,0,0,"5,687",0.598,20,4008,ขท.นราธิวาส,นราธิวาส
4057,100,สุไหงโก - ลก - บูเก๊ะตา (เขตแดนไทย /มาเลเซีย),16+377,"1,896","1,965",0,0,0,"2,062",16,0,0,0,"5,939",0.269,22,3777,ขท.นราธิวาส,นราธิวาส
4058,101,ยี่งอ - มะรือโบ,4+011,"1,611","1,634",27,0,0,948,121,163,45,0,"4,549",7.232,19,1370,ขท.นราธิวาส,นราธิวาส
4058,102,มะรือโบ - รือเสาะ,27+546,988,725,0,0,0,547,9,7,6,3,"2,285",1.094,26,1268,ขท.นราธิวาส,นราธิวาส
4060,100,สายบุรี - กะรุบี,2+000,880,883,18,7,0,282,281,156,17,21,"2,545",18.939,13,798,ขท.ปัตตานี,ปัตตานี
4060,200,กะรุบี - ตะโล๊ะหะลอ,25+400,822,"1,066",3,42,9,237,44,16,11,1,"2,251",5.464,0,1890,ขท.ยะลา,ยะลา
4060,300,ตะโล๊ะหะลอ - ศรีสาคร,34+050,"1,268",922,0,0,0,287,18,15,5,2,"2,517",1.589,20,1303,ขท.นราธิวาส,นราธิวาส
4061,101,ยะรัง - สะกำ,3+200,"1,058",949,8,8,5,136,27,23,19,3,"2,236",3.801,9,1464,ขท.ปัตตานี,ปัตตานี
4063,100,ปารามีแต - โกตาบารู,6+400,"4,209","4,177",62,60,5,"1,643","1,053",479,187,22,"11,897",15.18,8,4215,ขท.ยะลา,ยะลา
4065,100,บ้านเนียง - ยะหา,3+200,"7,395",589,32,22,2,255,208,144,111,114,"8,872",6.774,28,5062,ขท.ยะลา,ยะลา
4066,100,โกตาบารู - บือเล็งใต้,5+472,"3,983","2,015",38,0,0,"1,242",227,160,34,39,"7,738",5.945,6,2554,ขท.ยะลา,ยะลา
4066,100,โกตาบารู - บือเล็งใต้,11+486,"1,346","1,019",0,0,0,583,239,173,82,40,"3,482",15.336,0,1620,ขท.ยะลา,ยะลา
4067,100,โกตาบารู - แบหอ,0+400,"1,153","1,173",5,28,12,336,111,119,62,12,"3,011",11.425,10,2473,ขท.ยะลา,ยะลา
4068,100,ลำใหม่ - ลำพะยา,4+500,802,243,0,0,4,168,41,15,0,2,"1,275",4.863,77,1061,ขท.ยะลา,ยะลา
4070,100,ยะหา - บาละ,2+054,"2,432","2,892",37,17,3,339,204,185,91,81,"6,281",9.25,11,2698,ขท.ยะลา,ยะลา
4071,100,โกตาบารู - วังพญา,5+000,639,760,16,1,0,263,82,36,23,14,"1,834",8.506,39,1272,ขท.ยะลา,ยะลา
4071,200,วังพญา - พิเทน,21+000,945,837,24,17,10,109,12,15,5,0,"1,974",2.989,17,1154,ขท.ปัตตานี,ปัตตานี
4074,100,กะลาพอ - ปากู,2+000,767,811,19,0,0,214,113,93,5,8,"2,030",10.788,4,665,ขท.ปัตตานี,ปัตตานี
4075,100,ตอหลัง - บ้านนอก,5+800,381,87,11,0,0,90,13,5,0,0,587,3.066,12,618,ขท.ปัตตานี,ปัตตานี
4077,101,ยะหา - บาจุ,4+500,"2,604","2,325",0,0,0,79,76,83,38,34,"5,239",4.409,123,2683,ขท.ยะลา,ยะลา
4081,100,ท่านางพรหม - จงเก,2+582,"1,581",822,13,2,7,"1,582",146,60,19,16,"4,248",5.885,11,1298,ขท.พัทลุง,พัทลุง
4082,100,ยะลา - โต๊ะปะเก๊ะ,1+335,"5,470",708,71,3,5,631,244,81,26,5,"7,244",5.025,14,7261,ขท.ยะลา,ยะลา
4083,100,ทางเข้าระโนด,1+000,"2,117",800,51,136,10,"4,603",158,85,36,13,"8,009",5.469,32,3830,ขท.สงขลาที่ 1,สงขลา
4084,102,นราธิวาส - สะปอม,9+955,"2,054","1,351",34,12,3,"2,619",27,22,12,13,"6,147",1.448,62,3321,ขท.นราธิวาส,นราธิวาส
4085,100,ปากน้ำเทพา - ธารคีรี,8+105,"1,657",887,0,0,0,"2,391",144,86,48,26,"5,239",5.803,33,1772,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4085,100,ปากน้ำเทพา - ธารคีรี,19+950,820,465,0,0,2,"2,202",146,130,90,38,"3,893",10.429,10,1362,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4085,100,ปากน้ำเทพา - ธารคีรี,45+100,893,241,1,0,0,"1,470",115,55,21,16,"2,812",7.361,1,1510,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4089,100,เตาปูน - ท่าสาป,0+209,"1,671",392,2,0,1,465,70,133,61,44,"2,839",10.884,35,1483,ขท.ยะลา,ยะลา
4090,100,นบปริง - นิคม,1+520,"1,207",706,211,50,36,"3,032",187,151,157,60,"5,797",11.057,6,890,ขท.พังงา,พังงา
4090,200,นิคม - หินดาน,30+600,793,283,8,4,10,"1,462",95,72,75,47,"2,849",10.635,1,809,ขท.ภูเก็ต,พังงา
4091,101,บางสีกิ้ม - เขาค่าย,2+500,372,52,1,0,1,521,33,28,5,7,"1,020",7.255,4,428,ขท.ระนอง,ระนอง
4091,101,บางสีกิ้ม - เขาค่าย,19+088,281,24,17,0,0,440,38,4,0,0,804,5.224,3,269,ขท.ระนอง,ระนอง
4091,101,บางสีกิ้ม - เขาค่าย,43+173,843,64,2,0,1,489,142,23,9,3,"1,576",11.294,5,482,ขท.ระนอง,ระนอง
4091,102,เขาค่าย - เขาปีบ,59+373,"3,022",91,7,1,3,"1,349",178,56,49,24,"4,780",6.506,1,1302,ขท.ระนอง,ชุมพร
4092,100,รามัน - จะรังตาดง,14+300,216,156,0,0,0,222,14,33,13,1,655,9.313,25,492,ขท.ยะลา,ยะลา
4092,200,จะรังตาดง - มายอ,30+000,802,876,16,13,6,21,18,15,12,2,"1,781",3.706,10,1260,ขท.ปัตตานี,ปัตตานี
4094,101,บ่อล้อ - เชียรใหญ่,2+000,"2,157","1,753",86,24,20,"1,026",157,97,55,18,"5,393",6.879,9,1711,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4094,102,เชียรใหญ่ - ปากพนัง,29+550,"1,981","1,572",61,28,12,218,99,78,29,18,"4,096",6.445,45,1715,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4095,100,สะบ้าย้อย - เขาแดง,1+050,"1,019",286,0,0,2,"2,098",82,61,27,9,"3,584",5.05,2,1931,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4098,100,เขามัทรี - หาดทรายรี,2+600,783,259,19,12,13,"1,196",39,59,10,5,"2,395",5.762,80,1154,ขท.ชุมพร,ชุมพร
4099,100,เขาม่วง - วัดแหลมทราย,5+500,638,50,0,0,0,806,108,46,7,7,"1,662",10.108,59,610,ขท.ชุมพร,ชุมพร
4100,100,ทำเนียบ - คีรีรัฐนิคม,0+500,"1,155",728,7,0,0,863,82,59,27,17,"2,938",6.297,4,749,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4103,101,ปากพูน - เบญจม,9+000,"5,899","5,163",206,88,60,"3,898",525,310,132,112,"16,393",7.485,48,3346,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4103,102,เบญจม - จังหูน,23+500,"8,095","1,523",72,4,12,"6,351",678,222,159,125,"17,241",6.96,15,2605,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4103,102,เบญจม - จังหูน,30+799,"2,332",491,24,3,6,"1,916",386,136,137,91,"5,522",13.745,7,1012,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4107,100,มะรือโบ - ตันหยงมัส,5+500,"1,941","1,654",0,0,0,"1,307",301,273,0,0,"5,476",10.482,11,1708,ขท.นราธิวาส,นราธิวาส
4110,101,ทุ่งสง - ทุ่งใหญ่,42+870,989,366,29,7,11,255,126,122,51,22,"1,978",17.139,17,739,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4110,102,ทุ่งใหญ่ - บางรูป,53+733,"1,113","1,094",37,2,1,334,314,327,330,144,"3,696",30.249,29,553,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4110,200,บางรูป - พระแสง,84+733,"1,993","2,405",123,152,0,739,375,188,164,122,"6,261",15.988,0,1708,ขท.สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
4112,100,สี่แยกละแม - สวนแตง,0+222,"1,391",824,76,21,10,"2,052",150,84,81,57,"4,746",8.491,37,1542,ขท.ชุมพร,ชุมพร
4112,201,สวนแตง - ไชยา,22+972,777,"1,060",0,10,0,455,83,21,10,1,"2,417",5.172,23,1023,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4112,201,สวนแตง - ไชยา,42+718,"1,005",392,7,8,0,"1,159",95,58,27,10,"2,761",7.171,6,1011,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4112,202,ไชยา - พุนพิน,89+572,"1,083","1,276",104,52,16,727,350,268,36,25,"3,937",18.974,92,884,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4113,100,ประกอบ - บ้านวัด,0+400,209,186,0,6,0,273,3,0,0,1,678,1.475,0,1198,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4114,100,สมอทอง - ชายทะเล,3+000,"3,315",582,22,37,5,444,156,61,29,18,"4,669",6.554,18,1843,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4115,102,กรือซอ - แว้ง,12+580,"2,009","1,544",0,0,0,"1,927",0,0,0,0,"5,480",0,23,3129,ขท.นราธิวาส,นราธิวาส
4116,100,โคกบก - บ่อน้ำร้อน,2+950,"3,614",886,76,48,1,"1,747",353,98,162,60,"7,045",10.248,37,1827,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4118,100,บางเหรียง - พนม,3+000,"1,331",158,87,39,21,531,112,88,41,26,"2,434",13.435,109,989,ขท.พังงา,พังงา
4118,100,บางเหรียง - พนม,40+000,"1,078",47,9,15,17,"1,089",34,40,12,9,"2,350",5.404,4,648,ขท.พังงา,สุราษฎร์ธานี
4119,100,ปากคลอง - ปากน้ำชุมพร,0+565,"2,972",531,40,12,15,"4,406",425,172,22,11,"8,606",7.634,32,3206,ขท.ชุมพร,ชุมพร
4121,100,แม่ขรี - โหล๊ะจังกระ,1+550,"1,079",891,5,2,0,"2,568",189,88,50,15,"4,887",7.039,2,3272,ขท.พัทลุง,พัทลุง
4122,101,ป่าบอนเหนือ - โหล๊ะจังกระ,1+500,548,125,26,0,1,"1,325",48,32,12,9,"2,126",4.798,3,1574,ขท.พัทลุง,พัทลุง
4122,102,โหล๊ะจังกระ - บ้านนา,63+450,"1,091",434,42,3,2,"1,494",124,39,15,2,"3,246",5.699,6,1264,ขท.พัทลุง,พัทลุง
4123,100,บ้านโพธิ์ - ห้วยยอด,0+950,"2,830",520,16,13,1,"1,659",81,24,1,2,"5,147",2.37,9,3805,ขท.ตรัง,ตรัง
4124,100,นาโยงเหนือ - ย่านตาขาว,8+650,"1,085",279,4,1,0,"2,784",150,69,37,13,"4,422",6.106,30,3125,ขท.ตรัง,ตรัง
4125,100,ท่าพญา - ทุ่งยาว,5+000,"2,224",39,4,4,4,85,70,81,45,33,"2,589",9.154,286,1903,ขท.สตูล,ตรัง
4133,101,ท่าโรงช้าง - ควนสามัคคี,16+700,"1,607",123,19,3,1,"2,248",146,110,43,19,"4,319",7.455,1,2124,ขท.สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
4133,102,ควนสามัคคี - พระแสง,45+000,"2,816","1,092",183,135,0,950,386,175,169,137,"6,043",16.581,0,2228,ขท.สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
4134,100,หลังสวน - ละแม,7+500,"1,300",349,5,1,0,"1,846",246,44,71,25,"3,887",9.956,27,697,ขท.ชุมพร,ชุมพร
4135,100,ทางเข้าสนามบินหาดใหญ่,1+900,"9,470","7,193",66,138,30,"7,985",335,295,203,135,"25,850",4.395,16,6369,ขท.สงขลาที่ 1,สงขลา
4135,100,ทางเข้าสนามบินหาดใหญ่,5+300,"9,250","5,650",198,174,39,"9,815",510,441,201,163,"26,441",5.779,27,4008,ขท.สงขลาที่ 1,สงขลา
4136,101,นราธิวาส - ปาเซปูเต๊ะ,2+000,"1,881","1,532",21,8,4,"1,431",17,17,7,8,"4,926",1.238,60,2346,ขท.นราธิวาส,นราธิวาส
4137,100,ทุ่งตำเสา - สวนเทศ,1+000,"1,541",875,208,113,98,"1,489",623,268,192,141,"5,548",25.865,51,1383,ขท.สตูล,สตูล
4138,100,โคกสัก - หาดไข่เต่า,3+700,749,332,2,6,3,"1,417",63,38,27,6,"2,643",5.411,2,869,ขท.พัทลุง,พัทลุง
4140,100,ท่าศาลา - นบพิตำ,1+100,"1,720",968,17,4,0,"2,266",308,306,185,125,"5,899",15.731,8,1812,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4141,100,หน้าทับ - ทอนหงส์,6+700,983,747,24,2,0,"1,303",377,227,14,1,"3,678",16.884,14,1974,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4142,100,บ้านใน - บ้านโฉ,19+500,"2,937","2,381",83,64,56,"2,864",358,186,118,73,"9,120",9.375,25,2372,ขท.สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
4142,100,บ้านใน - บ้านโฉ,30+300,"2,117","1,440",81,60,43,"2,140",126,80,59,30,"6,176",6.444,8,1597,ขท.สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
4143,100,ซอยสิบ - บ้านกรูด,1+000,702,712,171,73,55,"1,167",368,524,319,183,"4,274",35.611,41,657,ขท.สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
4144,100,ภูงา - อ่าวพังงา,0+050,712,45,38,5,11,908,36,5,11,3,"1,774",4.002,0,819,ขท.พังงา,พังงา
4145,100,คลองแงะ - บาโรย,1+800,"1,311",401,12,59,3,"2,661",200,124,92,216,"5,079",13.664,13,2019,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
4147,100,ลำแก่น - ทับละมุ,1+250,"1,641","1,571",87,13,13,587,89,78,2,2,"4,083",4.825,8,1794,ขท.ภูเก็ต,พังงา
4150,100,หัวไทร - ปากเหมือง,2+000,896,647,43,18,6,575,248,155,66,39,"2,693",19.755,27,867,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4151,100,บ่อล้อ - กุมแป,2+600,"3,064",36,33,15,3,291,486,215,197,184,"4,524",24.315,10,610,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4151,201,กุมแป - ควนหนองหงส์,14+800,"1,410","1,088",24,3,2,"1,698",508,572,412,359,"6,076",30.546,25,1117,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4151,202,ควนหนองหงส์ - น้ำตก,28+300,"1,078",843,10,0,0,"1,257",439,469,289,177,"4,562",30.118,22,967,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4151,203,กะปาง - บางขัน,72+543,"1,073",259,1,21,1,"1,323",172,139,317,80,"3,386",21.559,12,642,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4151,300,น้ำตก - กะปาง,60+693,"2,329",354,45,24,42,"2,642",426,160,0,0,"6,022",10.827,73,2150,ขท.ตรัง,ตรัง
4151,400,บางขัน - ลำทับ,100+693,"1,138",908,47,26,2,"1,633",396,272,303,121,"4,846",23.112,10,1068,ขท.กระบี่,กระบี่
4152,100,บางชุมโถ - วัดประดู่,0+100,"1,056",418,153,16,9,"1,033",152,67,24,8,"2,936",9.401,27,1139,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4153,100,หนองขรี - เทศบาลเมืองท่าข้าม,4+000,"5,132","4,884",130,166,190,"11,149",818,725,307,174,"23,675",10.053,35,2419,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4154,100,ทางเข้าคันธุลี,3+500,464,378,3,1,6,422,94,25,31,5,"1,429",11.337,2,689,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4155,100,บาเจาะ - บ้านทอน,0+800,"1,020",878,5,1,0,804,5,6,3,3,"2,725",0.661,32,1635,ขท.นราธิวาส,นราธิวาส
4156,100,เขาพนม - ทุ่งใหญ่,5+000,"1,208",468,61,23,35,"2,774",213,184,367,169,"5,502",18.012,13,1255,ขท.กระบี่,กระบี่
4156,100,เขาพนม - ทุ่งใหญ่,36+200,949,310,56,6,5,"2,715",162,99,169,81,"4,552",11.467,0,1845,ขท.กระบี่,นครศรีธรรมราช
4157,101,ละหาร- บางเก่า,1+200,"1,005","1,040",43,19,0,195,256,137,47,56,"2,798",18.406,14,977,ขท.ปัตตานี,ปัตตานี
4157,101,ละหาร - บางเก่า,7+535,554,580,11,0,0,97,62,0,0,0,"1,304",4.755,12,458,ขท.ปัตตานี,ปัตตานี
4158,100,คลองเต็ง - เขาวิเศษ,4+100,"2,473",460,2,0,0,"5,813",332,290,216,207,"9,793",10.671,94,3370,ขท.ตรัง,ตรัง
4159,100,นาวง - ต้นชด,2+800,"2,197",126,3,2,3,"3,102",272,210,138,47,"6,100",11.016,11,2022,ขท.ตรัง,ตรัง
4161,100,สิชล - จอมทอง,4+500,610,582,0,1,1,399,31,13,2,0,"1,639",2.929,4,780,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4162,100,ต้นมะม่วง - ปากเมง,2+800,"2,352",470,0,0,0,"3,624",242,168,185,132,"7,173",10.135,99,2729,ขท.ตรัง,ตรัง
4163,101,ควนดินสอ - เขาปู่,26+700,158,47,4,0,1,473,46,11,2,0,742,8.086,2,666,ขท.พัทลุง,พัทลุง
4163,102,เขาปู่ - ป่าพะยอม,32+700,82,6,2,0,1,176,30,10,4,0,311,14.469,1,212,ขท.พัทลุง,พัทลุง
4163,102,เขาปู่ - ป่าพะยอม,50+000,510,315,6,9,3,"1,757",56,20,2,0,"2,678",3.361,4,1566,ขท.พัทลุง,พัทลุง
4164,100,สี่แยกโพธิ์ทอง - เขาปู่,3+170,"1,338",454,22,0,0,"1,423",156,120,40,14,"3,567",9.251,14,1420,ขท.พัทลุง,พัทลุง
4165,100,ชะอวด - บ้านตูล,7+500,"1,225",879,25,7,11,"1,528",470,437,268,136,"4,986",26.655,36,1146,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
4167,100,ป่าไหม้ - ไทรทอง,7+000,548,475,12,0,3,131,119,28,0,0,"1,316",11.398,8,454,ขท.ปัตตานี,ปัตตานี
4168,100,ต้นไทร - ปะลุกาสาเมาะ,2+500,"1,503","1,219",0,0,0,906,626,189,101,0,"4,544",20.158,23,1650,ขท.นราธิวาส,นราธิวาส
4169,100,ทางรอบเกาะสมุย,3+500,"7,505","4,934",121,26,1,"5,845",316,158,36,12,"18,954",2.896,59,5824,ขท.สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
4170,100,สระเกศ - หัวถนน,6+000,"1,495",992,50,10,5,762,91,29,10,0,"3,444",4.21,18,1595,ขท.สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
4174,100,ลิปะน้อย - แหลมโจรคร่ำ,1+500,"1,713",801,76,71,3,616,245,79,47,5,"3,656",12.309,35,1198,ขท.สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
4176,100,ปะแต - บาละ,0+500,825,238,0,0,0,105,37,3,0,0,"1,208",3.311,6,1801,ขท.ยะลา,ยะลา
4177,100,เขาหมอน - บ้านพ่วง,4+000,"1,311",525,8,0,0,"1,614",154,129,88,0,"3,829",9.689,4,1002,ขท.สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
4178,100,น้ำเกลี้ยง - หนองดุก,10+000,"1,021",557,0,0,0,"1,787",156,116,55,58,"3,750",10.267,1,1146,ขท.สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
4181,100,โคกทราย - ปากพะยูน,23+500,947,766,121,102,15,"1,370",305,98,34,2,"3,760",14.787,28,952,ขท.พัทลุง,พัทลุง
4184,100,ควนสตอ - ด่านชายแดนวังประจัน(เขตแดนไทย/มาเลเซีย),3+500,473,305,7,0,15,532,99,14,4,0,"1,449",9.11,28,977,ขท.สตูล,สตูล
4185,100,คชาธาร - วัดมูลเหล็ก,1+000,"2,026",651,20,8,1,447,176,229,76,26,"3,660",14.098,21,1245,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4186,100,โรงเหล็ก - ห้วยพาน,0+500,942,703,35,6,1,"1,740",300,416,110,19,"4,272",19.944,13,1535,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4187,101,สี่แยกโพธิ์ทอง - ควนขนุน,1+443,"2,005","1,588",22,20,0,"2,482",131,63,7,11,"6,329",3.666,39,3198,ขท.พัทลุง,พัทลุง
4188,100,ห้วยพาน - น้ำตกกรุงชิง,1+000,415,297,28,3,10,559,134,32,0,1,"1,479",12.17,3,798,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4189,100,ท่าพุด - ยอดเหลือง,0+500,594,34,16,11,4,200,121,47,71,12,"1,110",23.964,11,625,ขท.นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4191,100,ไชยา - เขาหลัก,6+182,"1,802","1,688",2,5,15,902,137,75,46,30,"4,702",6.55,15,941,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4191,100,ไชยา - เขาหลัก,22+149,"1,361","1,363",12,17,0,"1,404",118,122,35,12,"4,444",6.841,15,1033,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4192,100,เกาะมุกข์ - โมถ่าย,6+500,"1,315","1,275",11,0,0,"1,255",296,171,43,14,"4,380",11.963,1,905,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4193,100,สุไหงปาดี - บือเลาะ,4+000,"1,637","1,870",0,0,0,"1,896",0,0,0,0,"5,403",0,21,3168,ขท.นราธิวาส,นราธิวาส
